Rk,Player,Nation,Position,Squad,Age,Born,90s,Goals,PK,PKatt,Shots Total,Shots on Target,FK Shots,Shots on Target %,Shots per 90,SOT per 90,Goals per Shot,Goals per SOT,xG,npxG,npxG per Shot,Goals minus xG,np Goals minus xG,Matches,Assists,xA,Assists-xA,KeyPasses,Total Passes Completed,Total Passes Attempted,Total Passes Completed%,Short Passes Completed,Short Attempted Passes,Short Passes Completed%,Medium Passes Completed,Medium Passes Attempted,Medium Passes Completed%,Long Passes Completed,Long Passes Attempted,Long Passes Completed%,Passes With LF,Passes with RF,Free Kick Passes,Through Ball Passes,Corner Kicks,Throw Ins,Passes into final third,Passes Into Penalty Box,Crosses into Penalty Box
1,Patrick van Aanholt,nl NED,DEF,Crystal Palace,28,1990,19.0,3,1,1,19,3,3,15.8,1.00,0.16,0.11,0.67,1.8,1.0,0.05,+1.2,+1.0,Matches,0,1.6,-1.6,21,864,1068,80.9,9,31,29.0,706,803,87.9,149,234,63.7,684,180,33,0,25,181,61,19,4
2,Max Aarons,eng ENG,DEF,Norwich City,19,2000,25.0,0,0,0,13,3,0,23.1,0.52,0.12,0.00,0.00,0.5,0.5,0.04,-0.5,-0.5,Matches,0,3.4,-3.4,18,940,1192,78.9,23,69,33.3,821,942,87.2,96,181,53.0,158,773,19,1,0,220,33,10,3
3,Tammy Abraham,eng ENG,FWD,Chelsea,21,1997,21.6,13,0,0,73,30,0,41.1,3.38,1.39,0.18,0.43,12.2,12.2,0.17,+0.8,+0.8,Matches,3,2.3,+0.7,17,250,357,70.0,23,48,47.9,193,263,73.4,34,46,73.9,27,262,0,0,0,0,16,5,0
4,Che Adams,eng ENG,FWD,Southampton,23,1996,7.9,0,0,0,19,2,0,10.5,2.40,0.25,0.00,0.00,1.9,1.9,0.10,-1.9,-1.9,Matches,2,0.9,+1.1,8,116,168,69.0,8,17,47.1,96,125,76.8,12,26,46.2,14,133,0,2,0,0,9,1,0
5,Adrián,es ESP,GK,Liverpool,32,1987,8.7,0,0,0,0,0,0,0,0.00,0.00,0,0,0.0,0.0,0,0.0,0.0,Matches,0,0.0,0.0,0,211,295,71.5,2,4,50.0,99,100,99.0,110,191,57.6,30,201,24,0,0,0,3,0,0
6,Sergio Agüero,ar ARG,FWD,Manchester City,31,1988,14.9,16,2,3,69,24,0,34.8,4.63,1.61,0.20,0.58,13.3,11.0,0.16,+2.7,+3.0,Matches,3,2.5,+0.5,16,257,331,77.6,15,33,45.5,226,278,81.3,16,20,80.0,37,272,1,5,0,1,11,19,0
7,Albian Ajeti,ch SUI,MID,West Ham,22,1997,1.4,0,0,0,2,0,0,0.0,1.42,0.00,0.00,0,0.1,0.1,0.06,-0.1,-0.1,Matches,0,0.1,-0.1,2,15,18,83.3,1,1,100.0,14,17,82.4,0,0,0,2,12,0,0,0,0,0,0,0
8,Nathan Aké,nl NED,DEF,Bournemouth,24,1995,20.4,2,0,0,19,5,0,26.3,0.93,0.25,0.11,0.40,2.2,2.2,0.12,-0.2,-0.2,Matches,1,0.6,+0.4,4,821,920,89.2,6,15,40.0,579,622,93.1,236,283,83.4,654,161,26,1,0,20,49,7,0
9,Marc Albrighton,eng ENG,MID,Leicester City,29,1989,4.2,0,0,0,6,2,0,33.3,1.44,0.48,0.00,0.00,0.2,0.2,0.04,-0.2,-0.2,Matches,1,0.9,+0.1,8,167,242,69.0,3,17,17.6,127,156,81.4,37,69,53.6,26,197,0,0,2,7,15,8,2
10,Toby Alderweireld,be BEL,DEF,Tottenham,30,1989,25.9,1,0,0,10,4,0,40.0,0.39,0.15,0.10,0.25,0.7,0.7,0.07,+0.3,+0.3,Matches,2,0.9,+1.1,11,1322,1584,83.5,8,20,40.0,822,878,93.6,492,686,71.7,286,1175,62,6,0,9,119,15,0
11,Trent Alexander-Arnold,eng ENG,DEF,Liverpool,20,1998,26.3,2,0,0,34,8,6,23.5,1.29,0.30,0.06,0.25,2.1,2.1,0.06,-0.1,-0.1,Matches,12,8.5,+3.5,71,1661,2343,70.9,26,98,26.5,1157,1354,85.5,478,891,53.6,206,1766,65,3,123,301,142,51,12
12,Alisson,br BRA,GK,Liverpool,26,1992,18.3,0,0,0,0,0,0,0,0.00,0.00,0,0,0.0,0.0,0,0.0,0.0,Matches,1,0.4,+0.6,1,520,614,84.7,1,1,100.0,264,266,99.2,255,347,73.5,34,460,37,1,0,0,5,1,0
13,Dele Alli,eng ENG,MID,Tottenham,23,1996,17.6,7,0,0,32,16,0,50.0,1.82,0.91,0.22,0.44,5.4,5.4,0.17,+1.6,+1.6,Matches,3,2.2,+0.8,20,528,676,78.1,11,45,24.4,421,489,86.1,96,142,67.6,32,587,7,6,4,17,37,19,0
14,Miguel Almirón,py PAR,FWD,Newcastle Utd,25,1994,24.4,2,0,0,37,9,0,24.3,1.51,0.37,0.05,0.22,4.4,4.4,0.12,-2.4,-2.4,Matches,1,0.6,+0.4,12,444,600,74.0,13,40,32.5,371,448,82.8,60,112,53.6,514,47,2,1,1,7,24,14,1
15,Marcos Alonso,es ESP,DEF,Chelsea,28,1990,7.5,2,0,0,10,4,1,40.0,1.33,0.53,0.20,0.50,0.6,0.6,0.06,+1.4,+1.4,Matches,2,0.9,+1.1,11,446,548,81.4,8,22,36.4,367,413,88.9,71,113,62.8,384,42,3,0,1,88,23,10,5
16,Steven Alzate,co COL,MID,Brighton,20,1998,13.1,0,0,0,13,3,0,23.1,1.00,0.23,0.00,0.00,1.1,1.1,0.09,-1.1,-1.1,Matches,0,0.7,-0.7,13,553,651,84.9,11,28,39.3,483,543,89.0,59,80,73.8,30,532,5,1,0,48,33,11,0
17,Ibrahim Amadou,fr FRA,DEF,Norwich City,26,1993,8.4,0,0,0,6,1,0,16.7,0.71,0.12,0.00,0.00,1.0,1.0,0.17,-1.0,-1.0,Matches,0,0.1,-0.1,1,310,361,85.9,2,6,33.3,219,244,89.8,89,111,80.2,23,314,4,0,0,2,14,0,0
18,Felipe Anderson,br BRA,MID,West Ham,26,1993,15.7,1,0,0,22,8,0,36.4,1.40,0.51,0.05,0.13,2.5,2.5,0.11,-1.5,-1.5,Matches,4,2.9,+1.1,25,691,889,77.7,20,58,34.5,569,686,82.9,102,145,70.3,117,714,9,3,5,12,44,31,6
19,Florin Andone,ro ROU,MID,Brighton,26,1993,0.8,1,0,0,1,1,0,100.0,1.27,1.27,1.00,1.00,0.2,0.2,0.15,+0.8,+0.8,Matches,0,0.0,0.0,1,8,12,66.7,0,1,0.0,8,11,72.7,0,0,0,2,6,0,0,1,0,0,0,0
20,Angeliño,es ESP,DEF,Manchester City,22,1997,4.7,0,0,0,5,0,0,0.0,1.07,0.00,0.00,0,0.2,0.2,0.05,-0.2,-0.2,Matches,0,1.2,-1.2,9,335,426,78.6,4,14,28.6,266,304,87.5,65,108,60.2,342,15,3,0,0,46,33,14,7
21,Michail Antonio,eng ENG,FWD,West Ham,29,1990,9.4,1,0,0,30,12,0,40.0,3.18,1.27,0.03,0.08,3.1,3.1,0.10,-2.1,-2.1,Matches,1,1.2,-0.2,9,158,247,64.0,1,17,5.9,133,179,74.3,24,51,47.1,20,175,1,4,0,4,9,5,3
22,Stuart Armstrong,sco SCO,MID,Southampton,27,1992,11.7,3,0,0,29,11,0,37.9,2.49,0.94,0.10,0.27,1.9,1.9,0.07,+1.1,+1.1,Matches,0,0.9,-0.9,10,270,358,75.4,8,29,27.6,229,280,81.8,33,49,67.3,76,246,0,0,0,13,17,8,0
23,Kepa Arrizabalaga,es ESP,GK,Chelsea,24,1994,24.0,0,0,0,0,0,0,0,0.00,0.00,0,0,0.0,0.0,0,0.0,0.0,Matches,0,0.0,0.0,0,620,781,79.4,0,0,0,341,345,98.8,279,436,64.0,115,559,43,0,0,0,1,0,0
24,Christian Atsu,gh GHA,FWD,Newcastle Utd,27,1992,8.1,0,0,0,5,1,0,20.0,0.61,0.12,0.00,0.00,0.2,0.2,0.04,-0.2,-0.2,Matches,3,1.0,+2.0,13,160,204,78.4,6,14,42.9,131,149,87.9,23,41,56.1,165,25,2,1,6,1,2,11,4
25,Pierre-Emerick Aubameyang,ga GAB,FWD,Arsenal,30,1989,24.6,17,1,1,63,26,1,41.3,2.56,1.06,0.25,0.62,11.2,10.5,0.17,+5.8,+5.5,Matches,1,1.8,-0.8,16,438,632,69.3,8,44,18.2,381,495,77.0,49,93,52.7,72,534,0,0,1,2,19,31,7
26,Serge Aurier,ci CIV,DEF,Tottenham,26,1992,20.2,0,0,0,10,3,0,30.0,0.49,0.15,0.00,0.00,0.4,0.4,0.04,-0.4,-0.4,Matches,4,2.3,+1.7,22,841,1099,76.5,11,49,22.4,715,837,85.4,115,213,54.0,132,702,5,1,0,184,41,17,6
27,Jordan Ayew,gh GHA,FWD,Crystal Palace,27,1991,24.6,6,0,0,42,19,0,45.2,1.71,0.77,0.14,0.32,5.3,5.3,0.13,+0.7,+0.7,Matches,1,1.6,-0.6,18,466,583,79.9,25,49,51.0,381,446,85.4,60,88,68.2,29,468,1,2,0,8,31,16,0
28,César Azpilicueta,es ESP,DEF,Chelsea,29,1989,24.9,2,0,0,18,5,0,27.8,0.72,0.20,0.11,0.40,2.1,2.1,0.12,-0.1,-0.1,Matches,3,4.1,-1.1,28,1457,1858,78.4,28,86,32.6,1227,1424,86.2,202,348,58.0,191,1256,16,1,0,291,82,21,7
29,Eric Bailly,ci CIV,DEF,Manchester Utd,25,1994,1.0,0,0,0,0,0,0,0,0.00,0.00,0,0,0.0,0.0,0,0.0,0.0,Matches,0,0.0,0.0,0,28,33,84.8,0,1,0.0,21,24,87.5,7,8,87.5,6,20,0,0,0,0,1,0,0
30,Leighton Baines,eng ENG,DEF,Everton,34,1984,2.7,0,0,0,1,0,1,0.0,0.37,0.00,0.00,0,0.1,0.1,0.05,-0.1,-0.1,Matches,0,0.2,-0.2,2,100,123,81.3,0,4,0.0,83,89,93.3,17,30,56.7,84,14,4,0,3,19,4,4,3
31,Fabián Balbuena,py PAR,DEF,West Ham,27,1991,12.0,1,0,0,10,4,0,40.0,0.83,0.33,0.10,0.25,1.7,1.7,0.17,-0.7,-0.7,Matches,0,0.0,0.0,0,337,451,74.7,2,7,28.6,203,240,84.6,132,204,64.7,64,334,11,1,0,5,23,2,0
32,George Baldock,eng ENG,DEF,Sheffield Utd,26,1993,27.0,2,0,0,9,4,0,44.4,0.33,0.15,0.22,0.50,0.5,0.5,0.06,+1.5,+1.5,Matches,3,1.8,+1.2,17,820,1105,74.2,28,84,33.3,702,800,87.8,90,221,40.7,36,784,4,0,1,217,44,12,7
33,Phil Bardsley,sco SCO,DEF,Burnley,34,1985,12.0,0,0,0,6,2,0,33.3,0.50,0.17,0.00,0.00,0.1,0.1,0.02,-0.1,-0.1,Matches,1,0.3,+0.7,2,305,465,65.6,6,24,25.0,239,299,79.9,60,142,42.3,31,270,10,1,0,125,34,7,2
34,Ross Barkley,eng ENG,MID,Chelsea,25,1993,6.2,0,0,0,23,7,2,30.4,3.70,1.13,0.00,0.00,1.6,1.6,0.07,-1.6,-1.6,Matches,1,1.1,-0.1,13,261,307,85.0,3,8,37.5,199,230,86.5,59,69,85.5,49,248,0,0,1,0,22,11,1
35,Ashley Barnes,at AUT,FWD,Burnley,29,1989,15.1,6,1,1,39,11,0,28.2,2.58,0.73,0.13,0.45,5.4,4.6,0.12,+0.6,+0.4,Matches,0,0.5,-0.5,4,155,253,61.3,7,22,31.8,134,187,71.7,14,44,31.8,46,142,0,1,0,1,5,8,0
36,Harvey Barnes,eng ENG,MID,Leicester City,21,1997,17.1,4,0,0,43,17,0,39.5,2.51,0.99,0.09,0.24,6.1,6.1,0.14,-2.1,-2.1,Matches,6,2.2,+3.8,22,388,512,75.8,11,36,30.6,342,416,82.2,35,60,58.3,74,401,1,1,0,1,24,32,2
37,Chris Basham,eng ENG,DEF,Sheffield Utd,31,1988,26.1,0,0,0,5,0,0,0.0,0.19,0.00,0.00,0,0.5,0.5,0.10,-0.5,-0.5,Matches,0,0.7,-0.7,8,763,1050,72.7,22,50,44.0,573,706,81.2,168,294,57.1,77,709,15,0,0,117,47,5,3
38,Borja Bastón,es ESP,MID,Aston Villa,26,1992,0.2,0,0,0,0,0,0,0,0.00,0.00,0,0,0.0,0.0,0,0.0,0.0,Matches,0,0.0,0.0,0,4,5,80.0,0,0,0,2,3,66.7,2,2,100.0,0,4,0,0,0,0,1,0,0
39,Michy Batshuayi,be BEL,FWD,Chelsea,25,1993,2.3,1,0,0,15,2,0,13.3,6.52,0.87,0.07,0.50,2.2,2.2,0.15,-1.2,-1.2,Matches,1,0.2,+0.8,3,57,71,80.3,5,9,55.6,47,56,83.9,5,6,83.3,23,43,0,0,0,0,1,0,0
40,Jan Bednarek,pl POL,DEF,Southampton,23,1996,25.0,1,0,0,5,1,0,20.0,0.20,0.04,0.20,1.00,0.8,0.8,0.17,+0.2,+0.2,Matches,0,0.1,-0.1,2,772,967,79.8,7,17,41.2,564,650,86.8,201,300,67.0,147,649,15,0,0,33,44,2,0
41,Héctor Bellerín,es ESP,DEF,Arsenal,24,1995,6.9,1,0,0,4,1,0,25.0,0.58,0.14,0.25,1.00,0.2,0.2,0.05,+0.8,+0.8,Matches,0,0.1,-0.1,1,341,417,81.8,6,20,30.0,298,339,87.9,37,58,63.8,30,305,11,1,0,65,25,3,1
42,Ryan Bennett,eng ENG,DEF,Wolves,29,1990,6.7,0,0,0,0,0,0,0,0.00,0.00,0,0,0.0,0.0,0,0.0,0.0,Matches,0,0.1,-0.1,2,185,239,77.4,3,4,75.0,115,136,84.6,67,99,67.7,14,180,3,0,0,12,23,1,0
43,Nabil Bentaleb,dz ALG,MID,Newcastle Utd,24,1994,3.0,0,0,0,1,0,0,0.0,0.33,0.00,0.00,0,0.0,0.0,0.02,0.0,0.0,Matches,0,0.1,-0.1,5,118,136,86.8,5,8,62.5,83,93,89.2,30,35,85.7,110,15,6,0,0,0,10,2,1
44,Christian Benteke,be BEL,FWD,Crystal Palace,28,1990,8.2,1,0,0,24,13,0,54.2,2.91,1.58,0.04,0.08,2.7,2.7,0.11,-1.7,-1.7,Matches,0,1.3,-1.3,11,112,204,54.9,6,16,37.5,91,161,56.5,15,27,55.6,15,103,0,2,0,0,8,7,2
45,Jóhann Berg Guðmundsson,is ISL,MID,Burnley,28,1990,4.5,1,0,0,9,2,2,22.2,2.02,0.45,0.11,0.50,0.6,0.6,0.07,+0.4,+0.4,Matches,0,0.5,-0.5,6,73,119,61.3,1,5,20.0,52,74,70.3,20,40,50.0,92,19,0,0,6,0,2,4,3
46,Sander Berge,no NOR,MID,Sheffield Utd,21,1998,2.3,0,0,0,1,0,0,0.0,0.43,0.00,0.00,0,0.0,0.0,0.04,0.0,0.0,Matches,0,0.0,0.0,0,56,80,70.0,0,4,0.0,45,60,75.0,11,16,68.8,9,57,1,0,0,1,3,1,0
47,Steven Bergwijn,nl NED,FWD,Tottenham,21,1997,2.6,1,0,0,5,2,0,40.0,1.89,0.76,0.20,0.50,0.6,0.6,0.11,+0.4,+0.4,Matches,0,0.5,-0.5,5,55,64,85.9,1,2,50.0,51,56,91.1,3,6,50.0,2,51,0,0,0,0,3,3,0
48,Bernard,br BRA,MID,Everton,26,1992,10.6,3,0,0,11,4,0,36.4,1.04,0.38,0.27,0.75,1.0,1.0,0.09,+2.0,+2.0,Matches,2,1.5,+0.5,18,311,428,72.7,7,28,25.0,266,329,80.9,38,71,53.5,113,305,2,4,6,1,25,20,2
49,Bernardo,br BRA,DEF,Brighton,24,1995,6.0,0,0,0,6,2,0,33.3,1.00,0.33,0.00,0.00,0.3,0.3,0.05,-0.3,-0.3,Matches,0,0.2,-0.2,2,238,312,76.3,3,14,21.4,202,241,83.8,33,57,57.9,211,24,1,0,0,47,20,7,3
50,Ryan Bertrand,eng ENG,DEF,Southampton,29,1989,20.5,1,0,0,13,3,1,23.1,0.63,0.15,0.08,0.33,1.8,1.8,0.14,-0.8,-0.8,Matches,1,2.7,-1.7,26,777,1056,73.6,11,56,19.6,638,762,83.7,128,238,53.8,678,61,30,0,17,226,77,24,9
51,Muhamed Bešić,ba BIH,MID,Sheffield Utd,26,1992,2.7,0,0,0,4,2,0,50.0,1.47,0.73,0.00,0.00,0.2,0.2,0.04,-0.2,-0.2,Matches,0,0.1,-0.1,1,86,106,81.1,1,5,20.0,66,76,86.8,19,25,76.0,14,80,2,0,0,0,6,2,0
52,Philip Billing,dk DEN,MID,Bournemouth,23,1996,22.1,1,0,0,28,7,1,25.0,1.27,0.32,0.04,0.14,1.5,1.5,0.05,-0.5,-0.5,Matches,1,0.9,+0.1,11,740,965,76.7,18,40,45.0,538,673,79.9,184,252,73.0,692,113,20,1,0,29,65,7,1
53,Yves Bissouma,ml MLI,MID,Brighton,22,1996,5.5,0,0,0,8,4,0,50.0,1.45,0.73,0.00,0.00,0.2,0.2,0.02,-0.2,-0.2,Matches,0,0.1,-0.1,2,208,254,81.9,4,7,57.1,155,183,84.7,49,64,76.6,21,214,6,0,0,2,16,2,0
54,Willy Boly,fr FRA,DEF,Wolves,28,1991,11.0,0,0,0,1,1,0,100.0,0.09,0.09,0.00,0.00,0.0,0.0,0.03,0.0,0.0,Matches,1,0.3,+0.7,3,343,433,79.2,5,11,45.5,252,282,89.4,86,140,61.4,49,333,10,4,0,3,19,2,0
55,Gaëtan Bong,cm CMR,MID,Brighton,31,1988,0.6,0,0,0,0,0,0,0,0.00,0.00,0,0,0.0,0.0,0,0.0,0.0,Matches,0,0.1,-0.1,2,24,35,68.6,0,1,0.0,16,22,72.7,8,12,66.7,32,1,1,0,0,2,3,1,1
56,Sofiane Boufal,ma MAR,MID,Southampton,25,1993,6.9,0,0,0,20,6,0,30.0,2.90,0.87,0.00,0.00,0.9,0.9,0.05,-0.9,-0.9,Matches,2,2.4,-0.4,12,210,273,76.9,5,13,38.5,177,213,83.1,28,47,59.6,50,202,1,1,1,6,14,12,2
57,Jarrod Bowen,eng ENG,FWD,West Ham,22,1996,0.2,0,0,0,1,1,0,100.0,5.63,5.63,0.00,0.00,0.2,0.2,0.18,-0.2,-0.2,Matches,0,0.0,0.0,0,4,6,66.7,0,1,0.0,4,5,80.0,0,0,0,6,0,0,0,0,0,0,0,0
58,Robbie Brady,ie IRL,MID,Burnley,27,1992,4.4,1,0,0,8,1,2,12.5,1.82,0.23,0.13,1.00,0.9,0.9,0.12,+0.1,+0.1,Matches,2,0.2,+1.8,6,73,122,59.8,2,6,33.3,58,80,72.5,13,36,36.1,83,18,3,0,3,1,4,4,1
59,Claudio Bravo,cl CHI,GK,Manchester City,36,1983,3.8,0,0,0,0,0,0,0,0.00,0.00,0,0,0.0,0.0,0,0.0,0.0,Matches,0,0.0,0.0,0,101,132,76.5,0,0,0,60,61,98.4,41,71,57.7,11,105,8,0,0,0,0,0,0
60,Josh Brownhill,eng ENG,MID,Burnley,23,1995,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,Matches,0,0.0,0.0,0,0,2,0.0,0,0,0,0,0,0,0,2,0.0,1,0,0,0,0,0,0,0,0
61,Emi Buendía,ar ARG,FWD,Norwich City,22,1996,20.4,0,0,0,29,8,8,27.6,1.42,0.39,0.00,0.00,2.0,2.0,0.07,-2.0,-2.0,Matches,7,6.5,+0.5,67,904,1187,76.2,24,62,38.7,684,792,86.4,196,333,58.9,148,991,53,13,85,13,118,45,2
62,Dan Burn,eng ENG,DEF,Brighton,27,1992,21.9,0,0,0,10,0,0,0.0,0.46,0.00,0.00,0,0.7,0.7,0.07,-0.7,-0.7,Matches,0,1.0,-1.0,14,1013,1309,77.4,15,61,24.6,835,957,87.3,163,291,56.0,868,124,8,1,0,182,82,16,6
63,Sam Byram,eng ENG,DEF,Norwich City,25,1993,14.4,0,0,0,16,2,0,12.5,1.11,0.14,0.00,0.00,1.3,1.3,0.08,-1.3,-1.3,Matches,0,0.5,-0.5,7,625,763,81.9,14,32,43.8,529,600,88.2,82,131,62.6,107,450,11,0,0,128,22,5,0
64,Willy Caballero,ar ARG,GK,Chelsea,37,1981,3.0,0,0,0,0,0,0,0,0.00,0.00,0,0,0.0,0.0,0,0.0,0.0,Matches,0,0.0,0.0,0,64,96,66.7,0,0,0,42,42,100.0,22,54,40.7,15,65,0,0,0,0,0,0,0
65,Gary Cahill,eng ENG,DEF,Crystal Palace,33,1985,18.0,0,0,0,12,2,0,16.7,0.67,0.11,0.00,0.00,0.8,0.8,0.07,-0.8,-0.8,Matches,1,0.3,+0.7,2,625,710,88.0,5,12,41.7,397,429,92.5,223,269,82.9,66,558,24,0,0,3,25,2,0
66,Dominic Calvert-Lewin,eng ENG,FWD,Everton,22,1997,19.4,12,0,0,58,25,0,43.1,2.99,1.29,0.21,0.48,11.1,11.1,0.19,+0.9,+0.9,Matches,1,0.9,+0.1,13,275,415,66.3,9,29,31.0,233,337,69.1,33,49,67.3,41,219,1,1,0,1,24,7,1
67,Víctor Camarasa,es ESP,MID,Crystal Palace,25,1994,0.1,0,0,0,0,0,0,0,0.00,0.00,0,0,0.0,0.0,0,0.0,0.0,Matches,0,0.0,0.0,0,3,3,100.0,0,0,0,3,3,100.0,0,0,0,0,3,0,0,0,0,0,0,0
68,João Cancelo,pt POR,DEF,Manchester City,25,1994,7.7,0,0,0,8,3,0,37.5,1.04,0.39,0.00,0.00,0.2,0.2,0.03,-0.2,-0.2,Matches,0,1.0,-1.0,8,550,629,87.4,3,14,21.4,446,489,91.2,101,126,80.2,80,469,3,1,1,59,51,10,1
69,Todd Cantwell,eng ENG,FWD,Norwich City,21,1998,21.9,6,0,0,37,16,0,43.2,1.69,0.73,0.16,0.38,5.6,5.6,0.15,+0.4,+0.4,Matches,2,2.5,-0.5,30,718,900,79.8,31,58,53.4,612,711,86.1,75,131,57.3,76,771,11,0,3,10,53,18,1
70,Étienne Capoue,fr FRA,MID,Watford,31,1988,21.8,0,0,0,17,1,1,5.9,0.78,0.05,0.00,0.00,0.7,0.7,0.04,-0.7,-0.7,Matches,2,1.4,+0.6,11,903,1104,81.8,15,31,48.4,652,746,87.4,236,327,72.2,172,825,15,2,4,1,102,7,1
71,Andy Carroll,eng ENG,FWD,Newcastle Utd,30,1989,5.6,0,0,0,10,2,0,20.0,1.77,0.35,0.00,0.00,0.5,0.5,0.05,-0.5,-0.5,Matches,3,1.6,+1.4,9,100,163,61.3,5,11,45.5,78,118,66.1,17,34,50.0,59,32,0,1,0,0,10,5,1
72,Jonny Castro,es ESP,DEF,Wolves,25,1994,24.4,1,0,0,15,4,0,26.7,0.61,0.16,0.07,0.25,1.1,1.1,0.07,-0.1,-0.1,Matches,1,0.8,+0.2,15,870,1074,81.0,22,54,40.7,772,895,86.3,76,125,60.8,240,540,5,0,2,224,44,16,3
73,Craig Cathcart,nir NIR,DEF,Watford,30,1989,24.2,0,0,0,1,0,0,0.0,0.04,0.00,0.00,0,0.1,0.1,0.08,-0.1,-0.1,Matches,0,0.1,-0.1,1,626,748,83.7,5,12,41.7,414,453,91.4,207,283,73.1,177,480,18,0,0,4,34,3,1
74,Dani Ceballos,es ESP,MID,Arsenal,22,1996,9.1,0,0,0,10,3,0,30.0,1.09,0.33,0.00,0.00,0.4,0.4,0.04,-0.4,-0.4,Matches,2,0.9,+1.1,14,545,639,85.3,3,19,15.8,399,426,93.7,143,194,73.7,29,599,11,2,33,3,62,16,0
75,Nathaniel Chalobah,eng ENG,MID,Watford,24,1994,8.6,0,0,0,8,0,1,0.0,0.93,0.00,0.00,0,0.3,0.3,0.04,-0.3,-0.3,Matches,1,0.7,+0.3,5,218,289,75.4,5,13,38.5,176,215,81.9,37,61,60.7,49,211,5,1,12,1,23,2,0
76,Calum Chambers,eng ENG,DEF,Arsenal,24,1995,12.3,1,0,0,12,2,0,16.7,0.98,0.16,0.08,0.50,0.6,0.6,0.05,+0.4,+0.4,Matches,1,0.8,+0.2,4,702,865,81.2,7,31,22.6,503,571,88.1,192,263,73.0,54,684,8,0,0,83,36,5,2
77,Ben Chilwell,eng ENG,DEF,Leicester City,22,1996,21.9,2,0,0,10,5,0,50.0,0.46,0.23,0.20,0.40,0.7,0.7,0.07,+1.3,+1.3,Matches,3,2.8,+0.2,26,1253,1598,78.4,16,60,26.7,1069,1213,88.1,168,325,51.7,1153,154,26,2,7,220,79,16,10
78,Tahith Chong,nl NED,FWD,Manchester Utd,19,1999,0.4,0,0,0,1,0,0,0.0,2.65,0.00,0.00,0,0.1,0.1,0.06,-0.1,-0.1,Matches,0,0.0,0.0,0,9,14,64.3,0,2,0.0,9,11,81.8,0,1,0.0,14,0,0,0,0,0,0,0,0
