Rk,Player,Nation,Position,Squad,Age,Born,90s,Goals,PK,PKatt,Shots Total,Shots on Target,FK Shots,Shots on Target %,Shots per 90,SOT per 90,Goals per Shot,Goals per SOT,xG,npxG,npxG per Shot,Goals minus xG,np Goals minus xG,Matches,Assists,xA,Assists-xA,KeyPasses,Total Passes Completed,Total Passes Attempted,Total Passes Completed%,Short Passes Completed,Short Attempted Passes,Short Passes Completed%,Medium Passes Completed,Medium Passes Attempted,Medium Passes Completed%,Long Passes Completed,Long Passes Attempted,Long Passes Completed%,Passes With LF,Passes with RF,Free Kick Passes,Through Ball Passes,Corner Kicks,Throw Ins,Passes into final third,Passes Into Penalty Box,Crosses into Penalty Box
324,Oliver Norwood,nir NIR,MID,Sheffield Utd,28,1991,25.5,1,1,1,16,5,4,31.3,0.63,0.20,0.00,0.00,1.5,0.7,0.04,-0.5,-0.7,Matches,0,3.4,-3.4,40,1254,1620,77.4,16,37,43.2,819,914,89.6,419,669,62.6,61,1438,59,2,82,5,164,28,9
325,Ørjan Nyland,no NOR,GK,Aston Villa,28,1990,2.0,0,0,0,0,0,0,0,0.00,0.00,0,0,0.0,0.0,0,0.0,0.0,Matches,0,0.0,0.0,0,37,63,58.7,0,0,0,14,14,100.0,23,49,46.9,6,46,6,0,0,0,0,0,0
326,Jack O'Connell,eng ENG,DEF,Sheffield Utd,25,1994,27.0,0,0,0,15,2,0,13.3,0.56,0.07,0.00,0.00,1.2,1.2,0.08,-1.2,-1.2,Matches,1,2.1,-1.1,9,956,1286,74.3,8,36,22.2,683,792,86.2,265,458,57.9,1063,50,23,2,0,49,77,21,3
327,Michael Obafemi,ie IRL,FWD,Southampton,19,2000,4.6,1,0,0,6,2,0,33.3,1.32,0.44,0.17,0.50,0.5,0.5,0.08,+0.5,+0.5,Matches,0,0.7,-0.7,5,80,96,83.3,7,14,50.0,69,78,88.5,4,4,100.0,8,74,0,1,0,0,0,1,0
328,Angelo Ogbonna,it ITA,DEF,West Ham,31,1988,22.0,2,0,0,10,4,0,40.0,0.45,0.18,0.20,0.50,1.3,1.3,0.13,+0.7,+0.7,Matches,0,0.0,0.0,1,533,677,78.7,2,9,22.2,359,408,88.0,172,260,66.2,423,157,14,0,0,0,36,1,0
329,Divock Origi,be BEL,FWD,Liverpool,24,1995,5.5,3,0,0,11,5,0,45.5,2.02,0.92,0.27,0.60,2.0,2.0,0.18,+1.0,+1.0,Matches,1,0.1,+0.9,3,101,142,71.1,3,4,75.0,82,107,76.6,16,31,51.6,19,102,0,0,0,0,4,5,1
330,Ben Osborn,eng ENG,DEF,Sheffield Utd,24,1994,1.1,0,0,0,0,0,0,0,0.00,0.00,0,0,0.0,0.0,0,0.0,0.0,Matches,0,0.3,-0.3,2,40,54,74.1,2,5,40.0,29,33,87.9,9,16,56.3,38,7,0,1,0,8,3,1,0
331,Nicolás Otamendi,ar ARG,DEF,Manchester City,31,1988,14.7,2,0,0,13,6,0,46.2,0.88,0.41,0.15,0.33,2.3,2.3,0.17,-0.3,-0.3,Matches,0,0.2,-0.2,3,987,1062,92.9,5,10,50.0,650,685,94.9,332,367,90.5,72,936,6,0,0,2,46,0,0
332,Alex Oxlade-Chamberlain,eng ENG,MID,Liverpool,25,1993,10.7,3,0,0,28,8,0,28.6,2.63,0.75,0.11,0.38,2.3,2.3,0.08,+0.7,+0.7,Matches,0,0.9,-0.9,11,379,473,80.1,5,19,26.3,276,323,85.4,98,131,74.8,59,381,1,2,0,3,49,20,3
333,Mesut Özil,de GER,MID,Arsenal,30,1988,15.1,1,0,0,8,3,0,37.5,0.53,0.20,0.13,0.33,1.2,1.2,0.15,-0.2,-0.2,Matches,1,1.9,-0.9,35,711,838,84.8,12,29,41.4,588,632,93.0,111,177,62.7,733,88,30,0,54,0,56,21,1
334,Emerson Palmieri,it ITA,DEF,Chelsea,24,1994,11.4,0,0,0,13,7,1,53.8,1.14,0.62,0.00,0.00,0.9,0.9,0.07,-0.9,-0.9,Matches,0,1.4,-1.4,18,704,850,82.8,13,24,54.2,608,685,88.8,83,141,58.9,662,43,11,2,21,100,27,8,5
335,Sokratis Papastathopoulos,gr GRE,DEF,Arsenal,31,1988,17.9,2,0,0,6,2,0,33.3,0.34,0.11,0.33,1.00,0.9,0.9,0.15,+1.1,+1.1,Matches,0,0.2,-0.2,1,811,906,89.5,6,13,46.2,529,553,95.7,276,340,81.2,33,835,30,0,0,3,19,1,0
336,Troy Parrott,ie IRL,MID,Tottenham,17,2002,0.1,0,0,0,0,0,0,0,0.00,0.00,0,0,0.0,0.0,0,0.0,0.0,Matches,0,0.0,0.0,0,4,4,100.0,0,0,0,4,4,100.0,0,0,0,2,2,0,0,0,0,0,0,0
337,Rui Patrício,pt POR,GK,Wolves,31,1988,27.0,0,0,0,0,0,0,0,0.00,0.00,0,0,0.0,0.0,0,0.0,0.0,Matches,0,0.0,0.0,0,391,615,63.6,1,1,100.0,114,116,98.3,276,498,55.4,328,137,51,0,0,0,4,0,0
338,Pedro,es ESP,FWD,Chelsea,32,1987,5.3,0,0,0,16,5,0,31.3,3.03,0.95,0.00,0.00,1.4,1.4,0.09,-1.4,-1.4,Matches,0,0.6,-0.6,13,179,221,81.0,6,15,40.0,144,166,86.7,29,40,72.5,72,138,1,3,0,1,6,8,0
339,Nicolas Pépé,ci CIV,FWD,Arsenal,24,1995,16.9,4,1,1,41,14,5,34.1,2.42,0.83,0.07,0.21,4.3,3.5,0.09,-0.3,-0.5,Matches,6,3.4,+2.6,33,490,648,75.6,9,34,26.5,406,465,87.3,75,149,50.3,553,64,9,2,54,6,19,20,3
340,Andreas Pereira,br BRA,MID,Manchester Utd,23,1996,16.1,1,0,0,37,14,3,37.8,2.29,0.87,0.03,0.07,2.3,2.3,0.06,-1.3,-1.3,Matches,3,3.6,-0.6,29,545,745,73.2,12,36,33.3,439,528,83.1,94,181,51.9,86,612,23,1,32,9,51,14,3
341,Ricardo Pereira,pt POR,DEF,Leicester City,25,1993,26.0,3,0,0,17,5,0,29.4,0.65,0.19,0.18,0.60,1.2,1.2,0.07,+1.8,+1.8,Matches,2,3.3,-1.3,23,1389,1729,80.3,11,59,18.6,1186,1362,87.1,192,308,62.3,183,1209,14,3,0,278,93,24,2
342,Roberto Pereyra,ar ARG,FWD,Watford,28,1991,13.3,3,1,1,15,5,3,33.3,1.13,0.37,0.13,0.40,2.2,1.4,0.10,+0.8,+0.6,Matches,0,1.5,-1.5,15,407,490,83.1,16,27,59.3,331,378,87.6,60,85,70.6,69,378,1,3,13,10,27,10,2
343,Ayoze Pérez,es ESP,MID,Leicester City,26,1993,16.8,7,1,1,32,15,0,46.9,1.90,0.89,0.19,0.40,4.8,4.1,0.13,+2.2,+1.9,Matches,4,2.9,+1.1,20,449,567,79.2,22,57,38.6,385,446,86.3,42,64,65.6,54,475,3,6,0,5,27,14,1
344,Jordan Pickford,eng ENG,GK,Everton,25,1994,27.0,0,0,0,0,0,0,0,0.00,0.00,0,0,0.0,0.0,0,0.0,0.0,Matches,0,0.0,0.0,0,601,973,61.8,3,3,100.0,267,268,99.6,331,702,47.2,613,171,110,1,0,0,37,4,0
345,Brandon Pierrick,eng ENG,DEF,Crystal Palace,17,2001,0.1,0,0,0,0,0,0,0,0.00,0.00,0,0,0.0,0.0,0,0.0,0.0,Matches,0,0.1,-0.1,1,5,8,62.5,1,3,33.3,4,5,80.0,0,0,0,0,8,0,0,0,0,0,1,0
346,Erik Pieters,nl NED,DEF,Burnley,30,1988,13.7,0,0,0,7,1,0,14.3,0.51,0.07,0.00,0.00,0.2,0.2,0.02,-0.2,-0.2,Matches,3,1.0,+2.0,9,485,657,73.8,8,28,28.6,391,459,85.2,86,170,50.6,429,34,10,0,0,152,30,9,5
347,Daniel Podence,pt POR,FWD,Wolves,23,1995,0.3,0,0,0,1,0,0,0.0,3.46,0.00,0.00,0,0.1,0.1,0.14,-0.1,-0.1,Matches,0,0.1,-0.1,1,9,11,81.8,0,0,0,8,9,88.9,1,2,50.0,1,8,0,0,0,0,2,0,0
348,Paul Pogba,fr FRA,MID,Manchester Utd,26,1993,5.8,0,0,1,13,4,1,30.8,2.25,0.69,0.00,0.00,1.6,0.9,0.07,-1.6,-0.9,Matches,2,1.5,+0.5,15,381,458,83.2,6,17,35.3,282,319,88.4,93,122,76.2,62,373,15,5,0,1,43,15,0
349,Nick Pope,eng ENG,GK,Burnley,27,1992,27.0,0,0,0,0,0,0,0,0.00,0.00,0,0,0.0,0.0,0,0.0,0.0,Matches,0,0.6,-0.6,4,377,839,44.9,1,2,50.0,88,90,97.8,288,747,38.6,48,597,118,1,1,1,33,1,0
350,Dennis Praet,be BEL,MID,Leicester City,25,1994,9.1,1,0,0,10,2,0,20.0,1.10,0.22,0.10,0.50,0.9,0.9,0.09,+0.1,+0.1,Matches,2,0.6,+1.4,6,311,379,82.1,9,18,50.0,247,287,86.1,55,74,74.3,30,315,3,2,0,2,23,4,1
351,Sebastian Prödl,at AUT,DEF,Watford,32,1987,0.6,0,0,0,2,0,0,0.0,3.16,0.00,0.00,0,0.1,0.1,0.04,-0.1,-0.1,Matches,0,0.0,0.0,0,6,10,60.0,0,0,0,6,7,85.7,0,3,0.0,1,6,0,0,0,0,0,0,0
352,Davy Pröpper,nl NED,MID,Brighton,27,1991,24.0,1,0,0,27,7,0,25.9,1.13,0.29,0.04,0.14,1.4,1.4,0.05,-0.4,-0.4,Matches,2,1.8,+0.2,20,1194,1420,84.1,17,53,32.1,906,1022,88.6,271,345,78.6,121,1231,15,5,0,3,134,17,0
353,Teemu Pukki,fi FIN,FWD,Norwich City,29,1990,25.7,11,2,2,68,31,0,45.6,2.64,1.21,0.13,0.29,11.4,9.9,0.14,-0.4,-0.9,Matches,3,3.2,-0.2,25,345,420,82.1,17,37,45.9,294,336,87.5,34,47,72.3,75,306,0,2,0,2,8,3,2
354,Christian Pulisic,us USA,FWD,Chelsea,20,1998,12.0,5,0,0,39,17,0,43.6,3.26,1.42,0.13,0.29,5.1,5.1,0.13,-0.1,-0.1,Matches,2,2.1,-0.1,18,351,451,77.8,7,25,28.0,300,355,84.5,44,71,62.0,94,330,1,2,4,1,18,17,0
355,Ignacio Pussetto,ar ARG,MID,Watford,23,1995,0.4,0,0,0,0,0,0,0,0.00,0.00,0,0,0.0,0.0,0,0.0,0.0,Matches,0,0.0,0.0,0,10,17,58.8,1,1,100.0,7,9,77.8,2,7,28.6,1,14,1,0,0,0,0,1,0
356,Domingos Quina,pt POR,MID,Watford,19,1999,0.2,0,0,0,1,1,0,100.0,5.00,5.00,0.00,0.00,0.0,0.0,0.03,0.0,0.0,Matches,0,0.0,0.0,0,9,9,100.0,0,0,0,8,8,100.0,1,1,100.0,0,9,0,0,0,0,0,1,0
357,Aaron Ramsdale,eng ENG,GK,Bournemouth,21,1998,26.0,0,0,0,0,0,0,0,0.00,0.00,0,0,0.0,0.0,0,0.0,0.0,Matches,1,0.0,+1.0,1,489,816,59.9,2,4,50.0,257,258,99.6,230,554,41.5,45,585,86,0,0,0,7,0,0
358,Darren Randolph,ie IRL,GK,West Ham,32,1987,2.0,0,0,0,0,0,0,0,0.00,0.00,0,0,0.0,0.0,0,0.0,0.0,Matches,0,0.0,0.0,0,22,40,55.0,0,0,0,2,2,100.0,20,38,52.6,0,30,4,0,0,0,3,0,0
359,Marcus Rashford,eng ENG,FWD,Manchester Utd,21,1997,20.9,14,5,7,65,28,14,43.1,3.11,1.34,0.14,0.32,13.6,8.3,0.13,+0.4,+0.7,Matches,4,2.7,+1.3,24,452,605,74.7,15,47,31.9,393,482,81.5,44,76,57.9,59,502,2,4,6,5,34,34,3
360,Nathan Redmond,eng ENG,MID,Southampton,25,1994,21.8,3,0,0,42,14,0,33.3,1.93,0.64,0.07,0.21,3.9,3.9,0.09,-0.9,-0.9,Matches,1,2.7,-1.7,29,509,704,72.3,19,45,42.2,405,507,79.9,85,152,55.9,50,611,0,3,0,2,32,24,4
361,Pepe Reina,es ESP,GK,Aston Villa,36,1982,5.0,0,0,0,0,0,0,0,0.00,0.00,0,0,0.0,0.0,0,0.0,0.0,Matches,0,0.0,0.0,0,126,168,75.0,3,3,100.0,44,45,97.8,79,120,65.8,15,119,15,0,0,0,1,0,0
362,Declan Rice,eng ENG,MID,West Ham,20,1999,27.0,0,0,0,15,7,0,46.7,0.56,0.26,0.00,0.00,0.6,0.6,0.04,-0.6,-0.6,Matches,2,1.1,+0.9,12,1071,1243,86.2,23,47,48.9,756,827,91.4,292,369,79.1,221,933,19,1,0,3,111,4,1
363,Richarlison,br BRA,FWD,Everton,22,1997,24.2,10,0,0,66,24,0,36.4,2.73,0.99,0.15,0.42,6.5,6.5,0.10,+3.5,+3.5,Matches,3,4.2,-1.2,28,408,624,65.4,11,62,17.7,327,440,74.3,70,122,57.4,151,401,2,3,2,7,22,16,0
364,Diego Rico,es ESP,DEF,Bournemouth,26,1993,19.9,0,0,0,9,3,1,33.3,0.45,0.15,0.00,0.00,0.3,0.3,0.04,-0.3,-0.3,Matches,2,2.0,0.0,24,792,1145,69.2,19,65,29.2,612,744,82.3,161,336,47.9,830,49,43,2,50,192,86,23,9
365,Jaïro Riedewald,nl NED,DEF,Crystal Palace,22,1996,6.3,0,0,0,2,0,0,0.0,0.32,0.00,0.00,0,0.0,0.0,0.02,0.0,0.0,Matches,0,0.4,-0.4,2,235,322,73.0,5,9,55.6,198,244,81.1,32,69,46.4,221,17,11,0,0,65,27,5,0
366,Matt Ritchie,sco SCO,DEF,Newcastle Utd,29,1989,6.2,0,0,0,6,0,1,0.0,0.96,0.00,0.00,0,0.1,0.1,0.02,-0.1,-0.1,Matches,0,0.7,-0.7,15,207,303,68.3,3,14,21.4,166,193,86.0,38,96,39.6,212,36,11,0,27,41,12,5,2
367,Roberto,es ESP,GK,West Ham,33,1986,7.6,0,0,0,0,0,0,0,0.00,0.00,0,0,0.0,0.0,0,0.0,0.0,Matches,0,0.0,0.0,0,113,232,48.7,1,1,100.0,38,38,100.0,74,193,38.3,7,181,36,0,0,0,0,0,0
368,Patrick Roberts,eng ENG,MID,Norwich City,22,1997,0.3,0,0,0,0,0,0,0,0.00,0.00,0,0,0.0,0.0,0,0.0,0.0,Matches,0,0.0,0.0,0,7,10,70.0,0,0,0,6,7,85.7,1,3,33.3,9,1,0,0,0,0,1,0,0
369,Andrew Robertson,sco SCO,DEF,Liverpool,25,1994,26.2,1,0,0,15,4,0,26.7,0.57,0.15,0.07,0.25,1.2,1.2,0.08,-0.2,-0.2,Matches,7,5.6,+1.4,43,1718,2123,80.9,22,62,35.5,1365,1545,88.3,331,516,64.1,1682,136,32,4,16,226,128,47,19
370,Callum Robinson,ie IRL,FWD,Sheffield Utd,24,1995,7.5,1,0,0,13,3,0,23.1,1.73,0.40,0.08,0.33,2.1,2.1,0.16,-1.1,-1.1,Matches,1,0.5,+0.5,4,117,155,75.5,5,10,50.0,97,120,80.8,15,25,60.0,31,114,0,1,0,1,5,3,1
371,Rodri,es ESP,MID,Manchester City,23,1996,20.7,3,0,0,17,7,0,41.2,0.82,0.34,0.18,0.43,0.9,0.9,0.05,+2.1,+2.1,Matches,1,1.3,-0.3,27,1733,1871,92.6,15,30,50.0,1236,1303,94.9,482,538,89.6,248,1517,20,0,0,2,167,11,1
372,Jay Rodriguez,eng ENG,FWD,Burnley,30,1989,13.6,5,1,1,35,15,0,42.9,2.58,1.11,0.11,0.27,4.6,3.8,0.11,+0.4,+0.2,Matches,0,0.4,-0.4,4,205,301,68.1,15,35,42.9,170,227,74.9,20,39,51.3,15,221,2,0,0,0,9,2,0
373,Marcos Rojo,ar ARG,DEF,Manchester Utd,29,1990,1.3,0,0,0,1,0,0,0.0,0.75,0.00,0.00,0,0.1,0.1,0.11,-0.1,-0.1,Matches,0,0.0,0.0,0,37,55,67.3,0,1,0.0,28,32,87.5,9,22,40.9,39,5,2,0,0,8,3,0,0
374,Oriol Romeu,es ESP,MID,Southampton,27,1991,14.4,0,0,0,5,0,0,0.0,0.35,0.00,0.00,0,0.2,0.2,0.04,-0.2,-0.2,Matches,0,0.3,-0.3,9,549,670,81.9,8,14,57.1,427,497,85.9,114,159,71.7,126,458,10,1,0,1,48,10,2
375,Danny Rose,eng ENG,DEF,Newcastle Utd,29,1990,1.9,0,0,0,0,0,0,0,0.00,0.00,0,0,0.0,0.0,0,0.0,0.0,Matches,0,0.0,0.0,0,62,82,75.6,2,5,40.0,56,63,88.9,4,14,28.6,64,7,2,0,0,5,6,1,1
376,Danny Rose,eng ENG,DEF,Tottenham,29,1990,9.9,0,0,0,2,0,0,0.0,0.20,0.00,0.00,0,0.1,0.1,0.06,-0.1,-0.1,Matches,0,0.8,-0.8,10,435,572,76.0,5,21,23.8,361,410,88.0,69,141,48.9,412,67,17,0,1,74,34,12,4
377,Antonio Rüdiger,de GER,DEF,Chelsea,26,1993,11.5,2,0,0,8,3,0,37.5,0.70,0.26,0.25,0.67,0.4,0.4,0.05,+1.6,+1.6,Matches,0,0.3,-0.3,2,699,810,86.3,6,13,46.2,428,465,92.0,265,332,79.8,146,611,14,0,0,4,65,1,0
378,Lukas Rupp,de GER,FWD,Norwich City,28,1991,3.5,0,0,0,3,1,0,33.3,0.85,0.28,0.00,0.00,0.3,0.3,0.11,-0.3,-0.3,Matches,0,0.5,-0.5,4,92,123,74.8,5,10,50.0,79,95,83.2,8,18,44.4,24,91,1,2,0,1,5,2,1
379,Mathew Ryan,au AUS,GK,Brighton,27,1992,27.0,0,0,0,0,0,0,0,0.00,0.00,0,0,0.0,0.0,0,0.0,0.0,Matches,0,0.0,0.0,0,867,1058,81.9,0,2,0.0,478,480,99.6,389,576,67.5,131,712,39,0,0,0,6,0,0
380,Allan Saint-Maximin,fr FRA,FWD,Newcastle Utd,22,1997,13.0,1,0,0,29,12,0,41.4,2.23,0.92,0.03,0.08,2.0,2.0,0.07,-1.0,-1.0,Matches,1,2.1,-1.1,22,197,279,70.6,2,15,13.3,162,208,77.9,33,56,58.9,35,227,0,3,0,5,12,6,4
381,Romain Saïss,ma MAR,DEF,Wolves,29,1990,20.1,2,0,0,19,7,1,36.8,0.95,0.35,0.11,0.29,2.2,2.2,0.12,-0.2,-0.2,Matches,1,0.5,+0.5,6,842,1019,82.6,6,23,26.1,555,615,90.2,281,381,73.8,820,87,29,0,0,7,86,7,0
382,Bukayo Saka,eng ENG,DEF,Arsenal,17,2001,12.0,0,0,0,7,2,0,28.6,0.58,0.17,0.00,0.00,0.7,0.7,0.10,-0.7,-0.7,Matches,3,1.5,+1.5,11,454,581,78.1,7,34,20.6,385,448,85.9,62,99,62.6,385,100,8,1,3,81,28,11,3
383,Mamadou Sakho,fr FRA,DEF,Crystal Palace,29,1990,5.2,0,0,0,0,0,0,0,0.00,0.00,0,0,0.0,0.0,0,0.0,0.0,Matches,0,0.1,-0.1,1,235,266,88.3,1,3,33.3,165,183,90.2,69,80,86.3,203,45,6,0,0,0,16,1,0
384,Mohamed Salah,eg EGY,FWD,Liverpool,27,1992,23.0,15,3,3,92,38,3,41.3,4.00,1.65,0.13,0.32,14.1,11.8,0.13,+0.9,+0.2,Matches,6,5.5,+0.5,39,512,690,74.2,16,54,29.6,449,551,81.5,47,85,55.3,543,119,4,7,24,5,30,31,1
385,Mbwana Samatta,tz TAN,FWD,Aston Villa,26,1992,2.9,1,0,0,7,2,0,28.6,2.40,0.68,0.14,0.50,0.7,0.7,0.10,+0.3,+0.3,Matches,0,0.2,-0.2,3,39,49,79.6,1,2,50.0,35,41,85.4,3,6,50.0,6,31,0,0,0,0,1,0,0
386,Carlos Sánchez,co COL,MID,West Ham,33,1986,1.3,0,0,0,0,0,0,0,0.00,0.00,0,0,0.0,0.0,0,0.0,0.0,Matches,0,0.0,0.0,0,45,55,81.8,1,1,100.0,36,41,87.8,8,13,61.5,14,32,0,0,0,0,2,0,0
387,Davinson Sánchez,co COL,DEF,Tottenham,23,1996,19.0,0,0,0,5,3,0,60.0,0.26,0.16,0.00,0.00,0.6,0.6,0.12,-0.6,-0.6,Matches,0,0.0,0.0,1,920,1055,87.2,4,15,26.7,640,690,92.8,276,350,78.9,155,825,19,0,0,11,26,0,0
388,Ismaila Sarr,sn SEN,FWD,Watford,21,1998,11.7,3,0,0,30,7,0,23.3,2.56,0.60,0.10,0.43,3.4,3.4,0.11,-0.4,-0.4,Matches,2,1.2,+0.8,15,242,323,74.9,7,20,35.0,205,255,80.4,30,48,62.5,20,288,0,2,1,0,11,8,3
389,Fabian Schär,ch SUI,DEF,Newcastle Utd,27,1991,15.5,2,0,0,18,6,1,33.3,1.16,0.39,0.11,0.33,1.2,1.2,0.07,+0.8,+0.8,Matches,0,0.1,-0.1,3,445,613,72.6,5,11,45.5,263,307,85.7,177,295,60.0,85,462,36,0,0,22,60,2,0
390,Ezequiel Schelotto,it ITA,DEF,Brighton,30,1989,3.2,0,0,0,4,0,0,0.0,1.24,0.00,0.00,0,0.3,0.3,0.07,-0.3,-0.3,Matches,0,0.0,0.0,0,104,144,72.2,1,5,20.0,90,112,80.4,13,27,48.1,10,90,1,0,0,33,3,1,1
391,Jeffrey Schlupp,gh GHA,MID,Crystal Palace,26,1992,9.5,2,0,0,14,7,0,50.0,1.47,0.73,0.14,0.29,1.5,1.5,0.11,+0.5,+0.5,Matches,1,1.1,-0.1,7,209,278,75.2,6,11,54.5,176,211,83.4,27,56,48.2,187,47,3,1,0,15,26,4,1
392,Kasper Schmeichel,dk DEN,GK,Leicester City,32,1986,27.0,0,0,0,0,0,0,0,0.00,0.00,0,0,0.0,0.0,0,0.0,0.0,Matches,0,0.2,-0.2,1,650,853,76.2,1,3,33.3,323,325,99.4,326,525,62.1,49,652,83,0,0,0,2,0,0
393,Morgan Schneiderlin,fr FRA,MID,Everton,29,1989,11.1,0,0,0,6,0,0,0.0,0.54,0.00,0.00,0,0.3,0.3,0.06,-0.3,-0.3,Matches,0,0.2,-0.2,4,494,567,87.1,5,14,35.7,344,378,91.0,145,175,82.9,77,452,10,0,0,0,59,6,1
394,Ryan Sessegnon,eng ENG,DEF,Tottenham,19,2000,3.8,0,0,0,1,0,0,0.0,0.26,0.00,0.00,0,0.1,0.1,0.11,-0.1,-0.1,Matches,0,0.1,-0.1,2,145,195,74.4,1,8,12.5,122,143,85.3,22,44,50.0,151,11,2,0,1,24,13,2,1
395,Xherdan Shaqiri,ch SUI,FWD,Liverpool,27,1991,1.9,1,0,0,4,1,0,25.0,2.07,0.52,0.25,1.00,0.5,0.5,0.12,+0.5,+0.5,Matches,0,0.2,-0.2,3,83,101,82.2,1,2,50.0,65,74,87.8,17,25,68.0,75,17,2,0,4,5,11,3,2
396,Billy Sharp,eng ENG,FWD,Sheffield Utd,33,1986,6.6,2,0,0,8,3,0,37.5,1.21,0.45,0.25,0.67,1.4,1.4,0.18,+0.6,+0.6,Matches,0,1.2,-1.2,9,105,142,73.9,4,15,26.7,95,116,81.9,6,11,54.5,10,109,0,0,0,0,5,3,0
397,Luke Shaw,eng ENG,DEF,Manchester Utd,24,1995,11.7,0,0,0,7,4,0,57.1,0.60,0.34,0.00,0.00,0.3,0.3,0.05,-0.3,-0.3,Matches,0,0.5,-0.5,10,695,804,86.4,6,23,26.1,641,694,92.4,48,87,55.2,602,66,13,1,4,84,38,13,2
398,Jonjo Shelvey,eng ENG,MID,Newcastle Utd,27,1992,12.9,5,0,0,25,9,5,36.0,1.94,0.70,0.20,0.56,1.7,1.7,0.07,+3.3,+3.3,Matches,0,1.9,-1.9,25,371,526,70.5,4,11,36.4,217,256,84.8,150,259,57.9,61,438,26,2,37,1,62,10,1
399,Djibril Sidibé,fr FRA,DEF,Everton,27,1992,16.5,0,0,0,9,2,0,22.2,0.54,0.12,0.00,0.00,0.3,0.3,0.03,-0.3,-0.3,Matches,4,2.0,+2.0,17,713,918,77.7,9,36,25.0,564,663,85.1,140,219,63.9,115,601,14,0,1,149,44,10,4
400,Gylfi Sigurðsson,is ISL,MID,Everton,29,1989,20.2,1,0,0,34,11,3,32.4,1.68,0.54,0.03,0.09,2.5,2.5,0.07,-1.5,-1.5,Matches,2,3.5,-1.5,40,584,771,75.7,12,30,40.0,432,509,84.9,140,232,60.3,112,610,34,2,56,2,64,18,2
401,Bernardo Silva,pt POR,FWD,Manchester City,24,1994,16.0,5,0,0,36,13,0,36.1,2.25,0.81,0.14,0.38,4.6,4.6,0.13,+0.4,+0.4,Matches,5,3.8,+1.2,33,880,1025,85.9,18,46,39.1,748,832,89.9,114,147,77.6,900,65,8,3,15,22,40,21,7
402,David Silva,es ESP,MID,Manchester City,33,1986,14.0,3,0,0,31,9,3,29.0,2.21,0.64,0.10,0.33,4.1,4.1,0.13,-1.1,-1.1,Matches,7,3.4,+3.6,31,840,992,84.7,21,57,36.8,708,799,88.6,111,136,81.6,865,102,11,9,5,4,61,43,0
403,Jack Simpson,eng ENG,DEF,Bournemouth,22,1997,1.9,0,0,0,1,0,0,0.0,0.54,0.00,0.00,0,0.0,0.0,0.01,0.0,0.0,Matches,0,0.0,0.0,0,64,89,71.9,1,6,16.7,51,62,82.3,12,21,57.1,58,14,0,0,0,14,5,0,0
404,Moussa Sissoko,fr FRA,MID,Tottenham,29,1989,18.8,2,0,0,12,3,0,25.0,0.64,0.16,0.17,0.67,2.0,2.0,0.17,0.0,0.0,Matches,1,1.0,0.0,11,807,941,85.8,21,33,63.6,648,736,88.0,138,172,80.2,91,740,12,2,0,40,51,8,0
405,Oliver Skipp,eng ENG,DEF,Tottenham,18,2000,0.1,0,0,0,0,0,0,0,0.00,0.00,0,0,0.0,0.0,0,0.0,0.0,Matches,0,0.0,0.0,0,8,8,100.0,0,0,0,6,6,100.0,2,2,100.0,1,7,0,0,0,0,0,0,0
406,William Smallbone,ie IRL,MID,Southampton,19,2000,0.9,0,0,0,1,0,0,0.0,1.13,0.00,0.00,0,0.0,0.0,0.02,0.0,0.0,Matches,0,0.0,0.0,0,26,36,72.2,1,3,33.3,19,26,73.1,6,7,85.7,6,27,0,0,0,0,2,0,0
