Rk,Player,Nation,Position,Squad,Age,Born,90s,Goals,PK,PKatt,Shots Total,Shots on Target,FK Shots,Shots on Target %,Shots per 90,SOT per 90,Goals per Shot,Goals per SOT,xG,npxG,npxG per Shot,Goals minus xG,np Goals minus xG,Matches,Assists,xA,Assists-xA,KeyPasses,Total Passes Completed,Total Passes Attempted,Total Passes Completed%,Short Passes Completed,Short Attempted Passes,Short Passes Completed%,Medium Passes Completed,Medium Passes Attempted,Medium Passes Completed%,Long Passes Completed,Long Passes Attempted,Long Passes Completed%,Passes With LF,Passes with RF,Free Kick Passes,Through Ball Passes,Corner Kicks,Throw Ins,Passes into final third,Passes Into Penalty Box,Crosses into Penalty Box
407,Adam Smith,eng ENG,DEF,Bournemouth,28,1991,15.3,0,0,0,4,1,0,25.0,0.26,0.07,0.00,0.00,0.6,0.6,0.14,-0.6,-0.6,Matches,1,0.6,+0.4,7,600,754,79.6,11,36,30.6,511,572,89.3,78,146,53.4,41,530,16,1,0,134,32,5,0
408,Emile Smith-Rowe,eng ENG,MID,Arsenal,19,2000,1.1,0,0,0,0,0,0,0,0.00,0.00,0,0,0.0,0.0,0,0.0,0.0,Matches,0,0.0,0.0,0,30,36,83.3,1,3,33.3,26,28,92.9,3,5,60.0,3,32,0,0,0,0,3,0,0
409,Robert Snodgrass,sco SCO,MID,West Ham,31,1987,16.7,5,0,0,21,10,0,47.6,1.26,0.60,0.24,0.50,2.5,2.5,0.12,+2.5,+2.5,Matches,5,2.8,+2.2,33,429,625,68.6,11,35,31.4,327,399,82.0,91,191,47.6,532,52,29,2,72,1,31,12,2
410,Cédric Soares,pt POR,DEF,Southampton,27,1991,14.5,0,0,0,10,4,0,40.0,0.69,0.28,0.00,0.00,0.6,0.6,0.06,-0.6,-0.6,Matches,1,1.2,-0.2,14,522,724,72.1,9,22,40.9,425,506,84.0,88,196,44.9,64,414,11,0,0,186,35,12,7
411,Dominic Solanke,eng ENG,FWD,Bournemouth,21,1997,12.9,0,0,0,24,5,0,20.8,1.87,0.39,0.00,0.00,2.1,2.1,0.09,-2.1,-2.1,Matches,1,1.0,0.0,11,236,319,74.0,16,33,48.5,202,257,78.6,18,29,62.1,32,226,1,0,0,0,22,9,1
412,Tomáš Souček,cz CZE,MID,West Ham,24,1995,2.5,0,0,0,1,1,0,100.0,0.41,0.41,0.00,0.00,0.1,0.1,0.11,-0.1,-0.1,Matches,0,0.0,0.0,0,31,57,54.4,0,2,0.0,27,47,57.4,4,8,50.0,5,36,0,0,1,0,2,0,0
413,Çağlar Söyüncü,tr TUR,DEF,Leicester City,23,1996,26.0,1,0,0,15,6,0,40.0,0.58,0.23,0.07,0.17,1.9,1.9,0.13,-0.9,-0.9,Matches,1,0.2,+0.8,3,1509,1649,91.5,9,23,39.1,1099,1158,94.9,401,468,85.7,325,1222,36,0,0,1,77,3,0
414,Dennis Srbeny,de GER,MID,Norwich City,25,1994,0.4,1,0,0,2,1,0,50.0,4.62,2.31,0.50,1.00,0.5,0.5,0.23,+0.5,+0.5,Matches,0,0.0,0.0,0,17,23,73.9,1,2,50.0,16,20,80.0,0,1,0.0,6,12,0,0,0,0,3,0,0
415,Jack Stacey,eng ENG,DEF,Bournemouth,23,1996,9.9,0,0,0,4,2,0,50.0,0.41,0.20,0.00,0.00,0.3,0.3,0.07,-0.3,-0.3,Matches,1,1.1,-0.1,6,337,462,72.9,8,33,24.2,289,343,84.3,40,86,46.5,37,313,3,0,1,76,19,3,1
416,Junior Stanislas,eng ENG,MID,Bournemouth,29,1989,1.5,0,0,0,2,1,1,50.0,1.35,0.68,0.00,0.00,0.2,0.2,0.08,-0.2,-0.2,Matches,0,0.1,-0.1,2,66,78,84.6,1,4,25.0,53,59,89.8,12,15,80.0,3,72,0,0,1,0,2,4,0
417,Jed Steer,eng ENG,GK,Aston Villa,26,1992,0.1,0,0,0,0,0,0,0,0.00,0.00,0,0,0.0,0.0,0,0.0,0.0,Matches,0,0.0,0.0,0,1,2,50.0,0,0,0,0,0,0,1,2,50.0,2,0,0,0,0,0,0,0,0
418,Dale Stephens,eng ENG,MID,Brighton,30,1989,21.6,0,0,0,14,2,0,14.3,0.65,0.09,0.00,0.00,0.5,0.5,0.04,-0.5,-0.5,Matches,1,0.7,+0.3,14,1205,1385,87.0,13,24,54.2,857,947,90.5,335,414,80.9,153,1159,11,3,0,4,116,15,1
419,Jack Stephens,eng ENG,DEF,Southampton,25,1994,18.3,1,0,0,6,1,0,16.7,0.33,0.05,0.17,1.00,0.8,0.8,0.13,+0.2,+0.2,Matches,3,0.8,+2.2,4,546,743,73.5,5,14,35.7,340,399,85.2,201,330,60.9,39,608,28,2,0,13,53,4,0
420,Raheem Sterling,eng ENG,FWD,Manchester City,24,1994,21.5,11,0,1,66,20,1,30.3,3.07,0.93,0.17,0.55,10.8,9.8,0.16,+0.2,+1.2,Matches,1,5.8,-4.8,35,723,914,79.1,12,64,18.8,659,767,85.9,52,83,62.7,115,754,0,3,0,10,22,38,6
421,Enda Stevens,ie IRL,DEF,Sheffield Utd,29,1990,26.5,2,0,0,15,4,0,26.7,0.57,0.15,0.13,0.50,0.8,0.8,0.06,+1.2,+1.2,Matches,2,3.5,-1.5,28,1022,1374,74.4,14,69,20.3,823,964,85.4,185,341,54.3,980,103,4,1,0,231,85,39,8
422,Marco Stiepermann,de GER,MID,Norwich City,28,1991,10.4,0,0,0,18,5,0,27.8,1.73,0.48,0.00,0.00,1.5,1.5,0.08,-1.5,-1.5,Matches,0,0.5,-0.5,9,247,333,74.2,14,33,42.4,206,252,81.7,27,48,56.3,282,31,0,3,0,1,26,7,0
423,John Stones,eng ENG,DEF,Manchester City,25,1994,10.1,0,0,0,6,1,0,16.7,0.60,0.10,0.00,0.00,0.6,0.6,0.11,-0.6,-0.6,Matches,0,0.1,-0.1,2,725,764,94.9,0,3,0.0,493,517,95.4,232,244,95.1,74,627,8,0,0,4,71,1,0
424,Isaac Success,ng NGA,FWD,Watford,23,1996,0.7,0,0,0,1,1,0,100.0,1.38,1.38,0.00,0.00,0.1,0.1,0.08,-0.1,-0.1,Matches,0,0.1,-0.1,1,14,21,66.7,3,4,75.0,10,16,62.5,1,1,100.0,1,15,0,0,0,0,0,2,0
425,Ki Sung-yueng,kr KOR,MID,Newcastle Utd,30,1989,1.5,0,0,0,0,0,0,0,0.00,0.00,0,0,0.0,0.0,0,0.0,0.0,Matches,0,0.1,-0.1,2,59,67,88.1,2,2,100.0,36,41,87.8,21,24,87.5,5,57,3,0,3,0,4,0,0
426,Andrew Surman,eng ENG,MID,Bournemouth,32,1986,2.6,0,0,0,1,0,0,0.0,0.38,0.00,0.00,0,0.0,0.0,0.03,0.0,0.0,Matches,0,0.0,0.0,1,102,127,80.3,5,5,100.0,73,89,82.0,24,33,72.7,95,13,7,0,2,0,6,1,0
427,Sam Surridge,eng ENG,FWD,Bournemouth,21,1998,0.2,0,0,0,0,0,0,0,0.00,0.00,0,0,0.0,0.0,0,0.0,0.0,Matches,0,0.0,0.0,0,2,3,66.7,0,0,0,2,3,66.7,0,0,0,0,2,0,0,0,0,1,0,0
428,Japhet Tanganga,eng ENG,DEF,Tottenham,20,1999,4.0,0,0,0,1,1,0,100.0,0.25,0.25,0.00,0.00,0.0,0.0,0.02,0.0,0.0,Matches,0,0.0,0.0,0,125,155,80.6,1,9,11.1,105,118,89.0,19,28,67.9,14,101,4,0,0,26,6,0,0
429,Matt Targett,eng ENG,DEF,Aston Villa,23,1995,17.8,1,0,0,6,4,1,66.7,0.34,0.22,0.17,0.25,0.4,0.4,0.07,+0.6,+0.6,Matches,2,2.5,-0.5,22,668,898,74.4,13,44,29.5,534,623,85.7,121,231,52.4,592,92,26,0,10,137,50,25,11
430,James Tarkowski,eng ENG,DEF,Burnley,26,1992,27.0,1,0,0,15,2,0,13.3,0.56,0.07,0.07,0.50,1.6,1.6,0.11,-0.6,-0.6,Matches,1,1.0,0.0,7,620,850,72.9,6,21,28.6,357,441,81.0,257,388,66.2,102,580,12,0,0,2,44,6,0
431,Charlie Taylor,eng ENG,DEF,Burnley,25,1993,13.3,0,0,0,1,0,0,0.0,0.08,0.00,0.00,0,0.0,0.0,0.03,0.0,0.0,Matches,0,0.9,-0.9,10,442,647,68.3,8,39,20.5,337,413,81.6,97,195,49.7,399,16,5,1,0,172,32,13,12
432,Neil Taylor,wal WAL,DEF,Aston Villa,30,1989,8.8,0,0,0,3,0,0,0.0,0.34,0.00,0.00,0,0.2,0.2,0.07,-0.2,-0.2,Matches,0,0.1,-0.1,1,297,375,79.2,5,16,31.3,253,286,88.5,39,73,53.4,208,82,0,0,0,71,14,1,0
433,Alexander Tettey,no NOR,MID,Norwich City,33,1986,18.2,1,0,0,18,3,0,16.7,0.99,0.17,0.06,0.33,0.6,0.6,0.03,+0.4,+0.4,Matches,1,0.8,+0.2,5,771,874,88.2,10,22,45.5,629,690,91.2,132,162,81.5,112,679,8,1,0,0,40,4,0
434,Youri Tielemans,be BEL,MID,Leicester City,22,1997,23.6,3,0,0,42,11,0,26.2,1.78,0.47,0.07,0.27,2.3,2.3,0.05,+0.7,+0.7,Matches,5,4.0,+1.0,34,1047,1295,80.8,26,46,56.5,809,934,86.6,212,315,67.3,236,982,28,8,14,11,112,28,4
435,Kieran Tierney,sco SCO,DEF,Arsenal,22,1997,3.3,0,0,0,2,0,0,0.0,0.60,0.00,0.00,0,0.1,0.1,0.04,-0.1,-0.1,Matches,0,0.5,-0.5,4,135,176,76.7,2,10,20.0,105,120,87.5,28,46,60.9,119,14,2,0,0,35,5,5,4
436,James Tomkins,eng ENG,DEF,Crystal Palace,30,1989,17.6,1,0,0,9,2,0,22.2,0.51,0.11,0.11,0.50,1.3,1.3,0.14,-0.3,-0.3,Matches,1,0.1,+0.9,2,505,626,80.7,6,14,42.9,311,347,89.6,188,265,70.9,81,474,26,0,0,3,21,1,0
437,Fikayo Tomori,eng ENG,DEF,Chelsea,21,1997,13.7,1,0,0,7,3,0,42.9,0.51,0.22,0.14,0.33,0.6,0.6,0.08,+0.4,+0.4,Matches,0,0.2,-0.2,4,920,1030,89.3,4,14,28.6,611,650,94.0,305,366,83.3,251,724,9,1,0,9,54,4,0
438,Lucas Torreira,uy URU,MID,Arsenal,23,1996,15.2,1,0,0,20,6,0,30.0,1.31,0.39,0.05,0.17,1.6,1.6,0.08,-0.6,-0.6,Matches,1,1.1,-0.1,14,720,821,87.7,9,25,36.0,517,570,90.7,194,226,85.8,78,687,22,1,11,2,41,3,0
439,Cenk Tosun,tr TUR,FWD,Everton,28,1991,3.2,1,0,0,11,3,0,27.3,3.41,0.93,0.09,0.33,0.8,0.8,0.07,+0.2,+0.2,Matches,0,0.1,-0.1,4,42,62,67.7,1,3,33.3,38,50,76.0,3,9,33.3,17,34,0,0,0,0,2,3,0
440,Cenk Tosun,tr TUR,FWD,Crystal Palace,28,1991,1.9,1,0,0,4,2,0,50.0,2.08,1.04,0.25,0.50,0.8,0.8,0.19,+0.2,+0.2,Matches,0,0.0,0.0,0,28,46,60.9,0,2,0.0,23,36,63.9,5,8,62.5,13,26,0,1,0,0,3,1,0
441,Andros Townsend,eng ENG,MID,Crystal Palace,28,1991,8.8,1,0,0,5,4,0,80.0,0.57,0.45,0.20,0.25,0.2,0.2,0.04,+0.8,+0.8,Matches,1,1.2,-0.2,8,189,274,69.0,6,18,33.3,156,186,83.9,27,70,38.6,198,71,1,0,4,3,12,7,3
442,Adama Traoré,es ESP,FWD,Wolves,23,1996,21.9,4,0,0,32,9,0,28.1,1.46,0.41,0.13,0.44,2.2,2.2,0.07,+1.8,+1.8,Matches,7,5.5,+1.5,37,457,713,64.1,5,50,10.0,380,509,74.7,72,154,46.8,68,566,0,3,0,35,33,15,2
443,Mark Travers,ie IRL,GK,Bournemouth,20,1999,1.0,0,0,0,0,0,0,0,0.00,0.00,0,0,0.0,0.0,0,0.0,0.0,Matches,0,0.0,0.0,0,23,32,71.9,0,0,0,12,12,100.0,11,20,55.0,3,24,1,0,0,0,0,0,0
444,Trézéguet,eg EGY,FWD,Aston Villa,24,1994,14.7,3,0,0,37,10,2,27.0,2.52,0.68,0.08,0.30,2.8,2.8,0.07,+0.2,+0.2,Matches,1,0.7,+0.3,15,221,325,68.0,7,24,29.2,179,222,80.6,35,79,44.3,17,273,2,1,10,7,11,7,4
445,Leandro Trossard,be BEL,FWD,Brighton,24,1994,14.1,3,0,0,25,9,0,36.0,1.77,0.64,0.12,0.33,2.6,2.6,0.10,+0.4,+0.4,Matches,3,3.1,-0.1,28,402,571,70.4,5,30,16.7,304,391,77.7,93,150,62.0,127,413,16,2,9,12,30,20,7
446,Tom Trybull,de GER,MID,Norwich City,26,1993,11.4,0,0,0,11,2,0,18.2,0.96,0.17,0.00,0.00,0.4,0.4,0.04,-0.4,-0.4,Matches,0,0.0,0.0,1,520,558,93.2,6,10,60.0,429,451,95.1,85,97,87.6,70,451,19,0,0,0,39,0,0
447,Axel Tuanzebe,eng ENG,DEF,Manchester Utd,21,1997,2.1,0,0,0,0,0,0,0,0.00,0.00,0,0,0.0,0.0,0,0.0,0.0,Matches,0,0.0,0.0,0,127,141,90.1,1,3,33.3,102,110,92.7,24,28,85.7,18,104,1,0,0,11,8,0,0
448,Yan Valery,fr FRA,DEF,Southampton,20,1999,6.2,0,0,0,2,1,0,50.0,0.32,0.16,0.00,0.00,0.2,0.2,0.12,-0.2,-0.2,Matches,0,0.7,-0.7,2,143,232,61.6,3,12,25.0,112,152,73.7,28,68,41.2,8,136,2,0,0,67,5,1,1
449,Jesús Vallejo,es ESP,DEF,Wolves,22,1997,1.8,0,0,0,0,0,0,0,0.00,0.00,0,0,0.0,0.0,0,0.0,0.0,Matches,0,0.0,0.0,0,81,104,77.9,1,1,100.0,50,59,84.7,30,44,68.2,5,94,1,0,0,0,7,1,0
450,Jamie Vardy,eng ENG,FWD,Leicester City,32,1987,24.4,17,3,4,56,29,0,51.8,2.30,1.19,0.25,0.48,13.4,10.3,0.20,+3.6,+3.7,Matches,4,3.4,+0.6,14,217,322,67.4,12,36,33.3,184,244,75.4,21,42,50.0,55,215,0,2,0,1,9,9,2
451,Indiana Vassilev,us USA,FWD,Aston Villa,18,2001,0.4,0,0,0,0,0,0,0,0.00,0.00,0,0,0.0,0.0,0,0.0,0.0,Matches,0,0.0,0.0,0,7,9,77.8,1,2,50.0,6,7,85.7,0,0,0,5,3,0,0,0,1,0,0,0
452,Jan Vertonghen,be BEL,DEF,Tottenham,32,1987,16.2,1,0,0,3,2,0,66.7,0.19,0.12,0.33,0.50,0.4,0.4,0.13,+0.6,+0.6,Matches,1,0.9,+0.1,3,826,976,84.6,4,21,19.0,604,662,91.2,218,293,74.4,641,222,35,0,0,53,49,0,0
453,Jannik Vestergaard,dk DEN,DEF,Southampton,26,1992,12.4,1,0,0,8,4,0,50.0,0.65,0.32,0.13,0.25,0.8,0.8,0.10,+0.2,+0.2,Matches,0,0.1,-0.1,3,417,518,80.5,5,7,71.4,307,346,88.7,105,165,63.6,162,275,15,1,0,26,42,3,0
454,Rúben Vinagre,pt POR,DEF,Wolves,20,1999,3.9,0,0,0,5,0,0,0.0,1.29,0.00,0.00,0,0.4,0.4,0.08,-0.4,-0.4,Matches,0,0.6,-0.6,4,143,196,73.0,0,13,0.0,121,139,87.1,22,44,50.0,143,10,3,0,0,37,8,5,5
455,Mario Vrančić,ba BIH,MID,Norwich City,30,1989,3.9,1,0,0,8,2,1,25.0,2.03,0.51,0.13,0.50,0.8,0.8,0.10,+0.2,+0.2,Matches,0,0.3,-0.3,6,197,247,79.8,4,8,50.0,156,173,90.2,37,66,56.1,180,45,7,2,0,0,13,2,0
456,Matěj Vydra,cz CZE,FWD,Burnley,27,1992,2.8,2,0,0,9,6,0,66.7,3.24,2.16,0.22,0.33,1.8,1.8,0.20,+0.2,+0.2,Matches,1,0.1,+0.9,2,20,29,69.0,1,1,100.0,19,27,70.4,0,1,0.0,4,16,0,0,0,1,3,0,0
457,Theo Walcott,eng ENG,MID,Everton,30,1989,10.7,1,0,0,25,8,0,32.0,2.34,0.75,0.04,0.13,2.3,2.3,0.09,-1.3,-1.3,Matches,2,1.7,+0.3,13,194,299,64.9,2,24,8.3,168,220,76.4,24,55,43.6,18,254,0,2,2,4,13,10,1
458,Kyle Walker,eng ENG,DEF,Manchester City,29,1990,20.1,1,0,0,12,2,0,16.7,0.60,0.10,0.08,0.50,0.8,0.8,0.06,+0.2,+0.2,Matches,2,1.5,+0.5,11,1386,1574,88.1,12,45,26.7,999,1083,92.2,375,446,84.1,39,1329,22,2,1,145,164,13,0
459,Kyle Walker-Peters,eng ENG,DEF,Tottenham,22,1997,2.7,0,0,0,1,0,0,0.0,0.37,0.00,0.00,0,0.0,0.0,0.03,0.0,0.0,Matches,0,0.1,-0.1,2,183,214,85.5,1,8,12.5,156,165,94.5,26,41,63.4,15,171,4,0,0,23,12,1,0
460,Kyle Walker-Peters,eng ENG,DEF,Southampton,22,1997,0.8,0,0,0,0,0,0,0,0.00,0.00,0,0,0.0,0.0,0,0.0,0.0,Matches,0,0.0,0.0,0,39,57,68.4,0,3,0.0,37,48,77.1,2,6,33.3,3,31,1,0,0,21,3,1,0
461,Aaron Wan-Bissaka,eng ENG,DEF,Manchester Utd,21,1997,23.9,0,0,0,7,1,0,14.3,0.29,0.04,0.00,0.00,0.4,0.4,0.06,-0.4,-0.4,Matches,2,2.3,-0.3,19,1183,1479,80.0,27,78,34.6,1059,1226,86.4,97,175,55.4,59,1098,11,0,0,274,83,4,0
462,Victor Wanyama,ke KEN,MID,Tottenham,28,1991,0.3,0,0,0,0,0,0,0,0.00,0.00,0,0,0.0,0.0,0,0.0,0.0,Matches,0,0.0,0.0,0,18,19,94.7,2,2,100.0,11,12,91.7,5,5,100.0,0,16,1,0,0,1,3,0,0
463,Joel Ward,eng ENG,DEF,Crystal Palace,29,1989,15.5,0,0,0,3,1,0,33.3,0.19,0.06,0.00,0.00,0.1,0.1,0.05,-0.1,-0.1,Matches,0,0.2,-0.2,4,574,758,75.7,15,41,36.6,458,538,85.1,101,179,56.4,61,476,9,0,0,164,46,4,2
464,James Ward-Prowse,eng ENG,MID,Southampton,24,1994,27.0,4,1,2,35,15,17,42.9,1.30,0.56,0.09,0.20,4.5,2.8,0.10,-0.5,+0.2,Matches,2,3.6,-1.6,43,955,1323,72.2,19,48,39.6,701,826,84.9,235,449,52.3,112,1015,59,3,127,42,84,18,1
465,Adam Webster,eng ENG,DEF,Brighton,24,1995,20.4,3,0,0,14,6,0,42.9,0.69,0.29,0.21,0.50,1.1,1.1,0.08,+1.9,+1.9,Matches,1,1.1,-0.1,9,1141,1338,85.3,6,21,28.6,771,852,90.5,364,465,78.3,248,949,35,1,0,31,55,5,1
466,Danny Welbeck,eng ENG,FWD,Watford,28,1990,2.9,0,0,0,5,2,0,40.0,1.72,0.69,0.00,0.00,0.6,0.6,0.13,-0.6,-0.6,Matches,0,0.1,-0.1,2,45,56,80.4,0,1,0.0,41,49,83.7,4,6,66.7,1,46,0,0,0,0,4,2,0
467,Ashley Westwood,eng ENG,MID,Burnley,29,1990,24.0,2,0,0,11,3,2,27.3,0.46,0.12,0.18,0.67,1.1,1.1,0.10,+0.9,+0.9,Matches,5,3.8,+1.2,34,850,1158,73.4,18,39,46.2,584,683,85.5,248,436,56.9,67,1029,43,6,66,2,102,13,4
468,Connor Wickham,eng ENG,FWD,Crystal Palace,26,1993,1.0,1,0,0,4,2,0,50.0,4.00,2.00,0.25,0.50,1.4,1.4,0.35,-0.4,-0.4,Matches,1,0.6,+0.4,2,29,44,65.9,2,5,40.0,23,32,71.9,4,7,57.1,5,16,0,0,0,1,2,0,0
469,Georginio Wijnaldum,nl NED,MID,Liverpool,28,1990,24.2,3,0,0,27,12,0,44.4,1.11,0.50,0.11,0.25,1.8,1.8,0.07,+1.2,+1.2,Matches,0,1.0,-1.0,10,1068,1176,90.8,20,39,51.3,893,956,93.4,155,181,85.6,129,973,11,4,0,11,97,17,0
470,Jetro Willems,nl NED,DEF,Newcastle Utd,25,1994,16.6,2,0,0,14,6,0,42.9,0.84,0.36,0.14,0.33,0.6,0.6,0.04,+1.4,+1.4,Matches,2,1.3,+0.7,16,408,582,70.1,6,26,23.1,321,387,82.9,81,169,47.9,336,91,10,0,1,121,30,13,5
471,Brandon Williams,eng ENG,DEF,Manchester Utd,18,2000,7.6,1,0,0,5,2,0,40.0,0.66,0.26,0.20,0.50,0.5,0.5,0.11,+0.5,+0.5,Matches,0,0.3,-0.3,9,346,422,82.0,4,10,40.0,299,343,87.2,43,69,62.3,121,238,5,0,1,45,17,12,1
472,Willian,br BRA,FWD,Chelsea,30,1988,20.4,4,1,1,49,15,4,30.6,2.41,0.74,0.06,0.20,3.6,2.8,0.06,+0.4,+0.2,Matches,4,4.0,0.0,43,860,1090,78.9,24,45,53.3,659,772,85.4,177,273,64.8,120,926,11,4,61,7,54,45,5
473,Joe Willock,eng ENG,MID,Arsenal,19,1999,6.4,0,0,0,8,3,0,37.5,1.25,0.47,0.00,0.00,0.8,0.8,0.10,-0.8,-0.8,Matches,0,0.5,-0.5,11,221,269,82.2,10,15,66.7,172,197,87.3,39,57,68.4,30,220,1,0,1,1,25,5,0
474,Jack Wilshere,eng ENG,MID,West Ham,27,1992,1.9,0,0,0,0,0,0,0,0.00,0.00,0,0,0.0,0.0,0,0.0,0.0,Matches,0,0.0,0.0,0,50,59,84.7,1,2,50.0,44,49,89.8,5,8,62.5,50,3,2,0,0,0,3,0,0
475,Callum Wilson,eng ENG,FWD,Bournemouth,27,1992,24.1,7,0,0,38,16,0,42.1,1.58,0.66,0.18,0.44,7.7,7.7,0.20,-0.7,-0.7,Matches,0,2.2,-2.2,21,263,396,66.4,17,51,33.3,218,302,72.2,28,43,65.1,42,298,0,5,0,1,24,10,1
476,Harry Wilson,wal WAL,MID,Bournemouth,22,1997,16.1,7,0,0,45,16,12,35.6,2.80,1.00,0.16,0.44,3.5,3.5,0.08,+3.5,+3.5,Matches,0,1.8,-1.8,15,382,503,75.9,6,31,19.4,284,332,85.5,92,140,65.7,427,46,7,6,15,8,30,19,2
477,Harry Winks,eng ENG,MID,Tottenham,23,1996,16.7,0,0,0,8,2,0,25.0,0.48,0.12,0.00,0.00,0.3,0.3,0.04,-0.3,-0.3,Matches,0,0.9,-0.9,13,1013,1151,88.0,13,24,54.2,764,823,92.8,236,304,77.6,144,965,22,4,6,4,111,13,1
478,Chris Wood,nz NZL,FWD,Burnley,27,1991,21.6,10,0,0,45,21,0,46.7,2.08,0.97,0.22,0.48,8.7,8.7,0.19,+1.3,+1.3,Matches,1,0.8,+0.2,15,244,375,65.1,15,30,50.0,209,310,67.4,20,35,57.1,44,204,0,0,0,1,8,5,0
479,Granit Xhaka,ch SUI,MID,Arsenal,26,1992,20.2,0,0,0,8,2,0,25.0,0.40,0.10,0.00,0.00,0.2,0.2,0.03,-0.2,-0.2,Matches,1,0.9,+0.1,12,1222,1383,88.4,7,20,35.0,875,952,91.9,340,411,82.7,1084,211,45,3,0,11,143,19,2
480,Andriy Yarmolenko,ua UKR,MID,West Ham,29,1989,9.2,3,0,0,20,9,1,45.0,2.17,0.98,0.15,0.33,1.5,1.5,0.07,+1.5,+1.5,Matches,1,2.5,-1.5,13,260,324,80.2,10,18,55.6,202,232,87.1,48,74,64.9,238,70,3,1,1,2,11,6,1
481,DeAndre Yedlin,us USA,DEF,Newcastle Utd,26,1993,8.6,1,0,0,1,1,0,100.0,0.12,0.12,1.00,1.00,0.7,0.7,0.68,+0.3,+0.3,Matches,0,0.2,-0.2,5,195,272,71.7,6,16,37.5,154,187,82.4,35,69,50.7,13,202,1,0,0,34,10,3,1
482,Maya Yoshida,jp JPN,DEF,Southampton,30,1988,6.2,0,0,0,4,3,0,75.0,0.65,0.48,0.00,0.00,0.6,0.6,0.14,-0.6,-0.6,Matches,0,0.0,0.0,0,207,247,83.8,3,4,75.0,151,167,90.4,53,76,69.7,49,174,5,0,0,3,10,1,0
483,Ashley Young,eng ENG,DEF,Manchester Utd,34,1985,10.6,0,0,0,3,0,0,0.0,0.28,0.00,0.00,0,0.1,0.1,0.04,-0.1,-0.1,Matches,0,1.2,-1.2,17,565,735,76.9,3,20,15.0,441,495,89.1,121,220,55.0,86,502,28,1,35,119,58,11,1
484,Pablo Zabaleta,ar ARG,DEF,West Ham,34,1985,6.5,0,0,0,1,0,0,0.0,0.15,0.00,0.00,0,0.1,0.1,0.06,-0.1,-0.1,Matches,0,0.4,-0.4,4,247,326,75.8,1,14,7.1,211,246,85.8,35,66,53.0,27,201,4,0,0,64,28,3,0
485,Wilfried Zaha,ci CIV,MID,Crystal Palace,26,1992,26.3,3,0,0,38,10,0,26.3,1.45,0.38,0.08,0.30,2.7,2.7,0.07,+0.3,+0.3,Matches,3,2.4,+0.6,27,704,898,78.4,15,59,25.4,595,707,84.2,94,132,71.2,117,742,1,0,0,22,39,53,8
486,Christoph Zimmermann,de GER,DEF,Norwich City,26,1993,14.4,0,0,0,6,1,0,16.7,0.42,0.07,0.00,0.00,0.4,0.4,0.07,-0.4,-0.4,Matches,1,0.0,+1.0,0,479,585,81.9,3,10,30.0,306,331,92.4,170,244,69.7,76,461,17,0,0,3,22,1,0
487,Oleksandr Zinchenko,ua UKR,DEF,Manchester City,22,1996,9.2,0,0,0,12,2,0,16.7,1.30,0.22,0.00,0.00,0.3,0.3,0.03,-0.3,-0.3,Matches,0,0.7,-0.7,12,743,824,90.2,8,16,50.0,618,666,92.8,117,142,82.4,657,58,5,1,1,68,71,18,9
488,Kurt Zouma,fr FRA,DEF,Chelsea,24,1994,19.0,0,0,0,12,4,0,33.3,0.63,0.21,0.00,0.00,0.6,0.6,0.05,-0.6,-0.6,Matches,0,0.2,-0.2,1,1218,1383,88.1,3,14,21.4,777,846,91.8,438,523,83.7,241,1051,22,0,0,4,73,2,0
