Rk,Player,Nation,Position,Squad,Age,Born,90s,Goals,PK,PKatt,Shots Total,Shots on Target,FK Shots,Shots on Target %,Shots per 90,SOT per 90,Goals per Shot,Goals per SOT,xG,npxG,npxG per Shot,Goals minus xG,np Goals minus xG,Assists,xA,Assists-xA,KeyPasses,Total Passes Completed,Total Passes Attempted,Total Passes Completed%,Short Passes Completed,Short Attempted Passes,Short Passes Completed%,Medium Passes Completed,Medium Passes Attempted,Medium Passes Completed%,Long Passes Completed,Long Passes Attempted,Long Passes Completed%,Passes With LF,Passes with RF,Free Kick Passes,Through Ball Passes,Corner Kicks,Throw Ins,Passes into final third,Passes Into Penalty Box,Crosses into Penalty Box
86,Ander Capa,es ESP,DEF,Athletic Bilbao,27,1992,22.8,2,0,0,15,5,0,33.3,0.66,0.22,0.13,0.40,0.6,0.6,0.04,+1.4,+1.4,4,2.9,+1.1,18,857,1131,75.8,9,50,18.0,710,837,84.8,138,244,56.6,67,732,8,3,0,259,54,10,1
87,Marc Cardona,es ESP,FWD,Osasuna,24,1995,5.7,1,0,0,9,2,0,22.2,1.57,0.35,0.11,0.50,1.0,1.0,0.11,0.0,0.0,1,0.7,+0.3,5,93,122,76.2,2,8,25.0,84,101,83.2,7,13,53.8,22,82,0,1,0,2,7,2,0
88,Diego Carlos,br BRA,DEF,Sevilla,26,1993,23.8,2,0,0,16,2,0,12.5,0.67,0.08,0.13,1.00,1.8,1.8,0.11,+0.2,+0.2,0,0.5,-0.5,4,1007,1171,86.0,9,13,69.2,632,678,93.2,366,480,76.3,110,973,30,0,0,8,45,1,1
89,Yannick Carrasco,be BEL,FWD,Atlético Madrid,25,1993,0.7,0,0,0,1,1,0,100.0,1.43,1.43,0.00,0.00,0.0,0.0,0.04,0.0,0.0,0,0.0,0.0,0,8,15,53.3,0,2,0.0,8,11,72.7,0,2,0.0,2,10,1,0,3,2,0,0,0
90,Daniel Carriço,pt POR,DEF,Sevilla,30,1988,9.4,0,0,0,4,0,0,0.0,0.42,0.00,0.00,0,0.3,0.3,0.06,-0.3,-0.3,0,0.0,0.0,1,502,542,92.6,3,4,75.0,363,372,97.6,136,166,81.9,61,451,17,0,0,2,23,0,0
91,Guido Carrillo,ar ARG,FWD,Leganés,28,1991,9.1,0,0,0,19,7,0,36.8,2.09,0.77,0.00,0.00,2.5,2.5,0.13,-2.5,-2.5,1,0.3,+0.7,7,145,219,66.2,8,11,72.7,118,174,67.8,19,34,55.9,8,106,0,0,0,0,11,6,0
92,Dani Carvajal,es ESP,DEF,Real Madrid,27,1992,21.0,1,0,0,13,6,0,46.2,0.62,0.29,0.08,0.17,2.1,2.1,0.16,-1.1,-1.1,4,3.4,+0.6,34,1469,1740,84.4,15,66,22.7,1215,1335,91.0,239,339,70.5,88,1320,11,4,0,219,95,31,7
93,William Carvalho,pt POR,MID,Betis,27,1992,7.9,0,0,0,5,2,0,40.0,0.64,0.25,0.00,0.00,0.4,0.4,0.07,-0.4,-0.4,0,0.7,-0.7,4,426,481,88.6,11,17,64.7,318,351,90.6,97,113,85.8,82,383,15,1,0,0,34,5,0
94,Casemiro,br BRA,MID,Real Madrid,27,1992,22.7,3,0,0,32,6,3,18.8,1.41,0.26,0.09,0.50,2.4,2.4,0.08,+0.6,+0.6,2,0.2,+1.8,7,1165,1397,83.4,33,62,53.2,824,928,88.8,308,407,75.7,140,1116,31,6,0,0,115,12,3
95,Santi Cazorla,es ESP,MID,Villarreal,34,1984,18.6,8,6,6,31,11,0,35.5,1.67,0.59,0.06,0.18,6.0,1.5,0.05,+2.0,+0.5,5,4.8,+0.2,48,921,1140,80.8,8,27,29.6,656,734,89.4,257,379,67.8,369,722,50,4,71,8,122,35,7
96,Charles,br BRA,FWD,Eibar,35,1984,8.3,2,0,0,11,5,0,45.5,1.33,0.60,0.18,0.40,1.3,1.3,0.12,+0.7,+0.7,0,0.4,-0.4,7,146,213,68.5,5,15,33.3,123,172,71.5,18,26,69.2,12,140,0,1,0,3,9,1,0
97,Pablo Chavarría,ar ARG,MID,Mallorca,31,1988,0.7,0,0,0,2,0,0,0.0,2.73,0.00,0.00,0,0.3,0.3,0.15,-0.3,-0.3,0,0.4,-0.4,1,10,15,66.7,2,2,100.0,8,12,66.7,0,1,0.0,3,7,0,0,0,0,0,0,0
98,Pape Cheikh Diop,es ESP,MID,Celta Vigo,21,1997,6.0,0,0,0,2,0,0,0.0,0.33,0.00,0.00,0,0.1,0.1,0.06,-0.1,-0.1,1,0.3,+0.7,4,214,237,90.3,7,9,77.8,167,185,90.3,40,43,93.0,29,190,3,1,0,4,15,1,0
99,Chema,es ESP,DEF,Getafe,27,1992,1.0,0,0,0,2,0,0,0.0,2.00,0.00,0.00,0,0.1,0.1,0.05,-0.1,-0.1,0,0.0,0.0,0,18,29,62.1,1,2,50.0,8,12,66.7,9,15,60.0,21,3,2,0,0,0,4,0,0
100,Denis Cheryshev,ru RUS,MID,Valencia,28,1990,6.7,1,0,0,12,4,0,33.3,1.80,0.60,0.08,0.25,1.8,1.8,0.15,-0.8,-0.8,1,0.5,+0.5,2,146,221,66.1,3,15,20.0,122,160,76.3,21,46,45.7,170,37,1,0,0,1,5,8,3
101,Samuel Chukwueze,ng NGA,MID,Villarreal,20,1999,15.3,3,0,0,37,9,0,24.3,2.41,0.59,0.08,0.33,3.0,3.0,0.08,0.0,0.0,1,3.1,-2.1,30,352,487,72.3,7,35,20.0,264,336,78.6,81,116,69.8,440,15,0,2,3,5,25,19,5
102,Jasper Cillessen,nl NED,GK,Valencia,30,1989,13.3,0,0,0,0,0,0,0,0.00,0.00,0,0,0.0,0.0,0,0.0,0.0,1,0.1,+0.9,1,252,399,63.2,5,5,100.0,135,136,99.3,112,258,43.4,36,268,31,0,0,0,0,0,0
103,Óscar Clemente,es ESP,MID,Atlético Madrid,20,1999,0.0,0,0,0,0,0,0,0,0.00,0.00,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,2,2,100.0,0,0,0,2,2,100.0,0,0,0,2,0,0,0,0,0,0,0,0
104,Carlos Clerc,es ESP,DEF,Levante,27,1992,13.0,0,0,0,2,0,0,0.0,0.15,0.00,0.00,0,0.1,0.1,0.03,-0.1,-0.1,2,1.5,+0.5,6,417,587,71.0,6,30,20.0,362,430,84.2,49,127,38.6,405,17,8,1,0,120,29,3,3
105,Coke,es ESP,DEF,Levante,32,1987,6.1,0,0,0,3,0,0,0.0,0.49,0.00,0.00,0,0.1,0.1,0.03,-0.1,-0.1,0,0.2,-0.2,3,271,334,81.1,3,17,17.6,211,233,90.6,57,84,67.9,40,220,4,0,0,58,18,3,1
106,Álex Collado,es ESP,DEF,Barcelona,20,1999,0.1,0,0,0,0,0,0,0,0.00,0.00,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,9,10,90.0,1,1,100.0,7,8,87.5,1,1,100.0,7,2,0,0,0,0,1,0,0
107,Francis Coquelin,fr FRA,MID,Valencia,28,1991,16.2,0,0,0,8,1,0,12.5,0.49,0.06,0.00,0.00,0.3,0.3,0.04,-0.3,-0.3,0,0.1,-0.1,4,697,769,90.6,11,17,64.7,526,553,95.1,160,199,80.4,112,622,20,0,0,1,71,6,0
108,Sébastien Corchia,fr FRA,DEF,Espanyol,28,1990,3.0,0,0,0,3,1,0,33.3,1.00,0.33,0.00,0.00,0.1,0.1,0.05,-0.1,-0.1,0,0.5,-0.5,7,149,186,80.1,1,10,10.0,123,132,93.2,25,44,56.8,12,141,0,0,3,32,6,3,1
109,Iñigo Córdoba,es ESP,FWD,Athletic Bilbao,22,1997,7.7,0,0,0,10,3,0,30.0,1.29,0.39,0.00,0.00,0.6,0.6,0.06,-0.6,-0.6,1,0.2,+0.8,7,154,221,69.7,9,23,39.1,133,167,79.6,12,31,38.7,139,63,1,0,0,1,11,2,1
110,Ángel Correa,ar ARG,MID,Atlético Madrid,24,1995,14.8,5,0,0,34,14,1,41.2,2.29,0.94,0.15,0.36,4.9,4.9,0.14,+0.1,+0.1,6,3.2,+2.8,19,261,356,73.3,18,30,60.0,224,279,80.3,19,47,40.4,65,264,0,3,5,0,13,12,0
111,Rober Correa,es ESP,DEF,Eibar,26,1992,2.9,0,0,0,1,0,0,0.0,0.35,0.00,0.00,0,0.0,0.0,0.02,0.0,0.0,0,0.0,0.0,0,99,138,71.7,1,8,12.5,75,88,85.2,23,42,54.8,7,80,1,0,0,35,11,1,1
112,Thierry Correia,pt POR,DEF,Valencia,20,1999,2.0,0,0,0,0,0,0,0,0.00,0.00,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,1,68,88,77.3,1,7,14.3,53,59,89.8,14,22,63.6,3,60,1,0,0,21,6,1,0
113,Diego Costa,es ESP,FWD,Atlético Madrid,30,1988,8.4,2,1,2,13,2,0,15.4,1.55,0.24,0.08,0.50,3.0,1.5,0.11,-1.0,-0.5,2,1.2,+0.8,9,125,171,73.1,7,16,43.8,106,137,77.4,12,18,66.7,14,118,0,2,0,2,9,8,0
114,Jaume Costa,es ESP,DEF,Valencia,31,1988,10.7,0,0,0,1,0,0,0.0,0.09,0.00,0.00,0,0.0,0.0,0.02,0.0,0.0,0,0.3,-0.3,5,445,547,81.4,3,13,23.1,369,410,90.0,73,124,58.9,322,130,13,0,0,73,32,6,2
115,David Costas,es ESP,DEF,Celta Vigo,24,1995,3.7,0,0,0,1,0,0,0.0,0.27,0.00,0.00,0,0.1,0.1,0.11,-0.1,-0.1,0,0.0,0.0,0,182,198,91.9,1,5,20.0,131,137,95.6,50,56,89.3,21,167,5,0,0,3,3,0,0
116,Thibaut Courtois,be BEL,GK,Real Madrid,27,1992,22.0,0,0,0,1,1,0,100.0,0.05,0.05,0.00,0.00,0.1,0.1,0.09,-0.1,-0.1,0,0.0,0.0,0,496,652,76.1,0,1,0.0,313,314,99.7,183,337,54.3,339,177,51,1,0,0,1,0,0
117,Sebastián Cristóforo,uy URU,MID,Eibar,25,1993,1.7,0,0,0,0,0,0,0,0.00,0.00,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,1,41,61,67.2,0,3,0.0,33,41,80.5,8,17,47.1,10,44,0,0,1,0,8,0,0
118,Cucho,co COL,FWD,Mallorca,20,1999,7.1,2,0,0,23,8,0,34.8,3.23,1.12,0.09,0.25,2.0,2.0,0.09,0.0,0.0,1,1.0,0.0,8,126,189,66.7,11,24,45.8,100,136,73.5,15,29,51.7,25,127,1,0,0,2,7,5,3
119,Marc Cucurella,es ESP,MID,Getafe,21,1998,24.8,1,0,0,20,5,1,25.0,0.81,0.20,0.05,0.20,1.3,1.3,0.06,-0.3,-0.3,4,3.6,+0.4,31,610,931,65.5,15,63,23.8,490,622,78.8,105,246,42.7,560,181,19,2,10,102,59,30,11
120,Iván Cuéllar,es ESP,GK,Leganés,35,1984,14.0,0,0,0,0,0,0,0,0.00,0.00,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,224,447,50.1,0,0,0,51,52,98.1,173,395,43.8,308,42,73,0,0,0,20,1,0
121,Moanes Dabour,il ISR,FWD,Sevilla,27,1992,0.3,0,0,0,2,0,0,0.0,7.50,0.00,0.00,0,0.2,0.2,0.08,-0.2,-0.2,0,0.0,0.0,0,14,19,73.7,0,2,0.0,13,15,86.7,1,2,50.0,3,14,0,1,0,1,0,3,0
122,Sergi Darder,es ESP,MID,Espanyol,25,1993,21.5,2,0,0,40,7,0,17.5,1.86,0.33,0.05,0.29,2.1,2.1,0.05,-0.1,-0.1,1,1.9,-0.9,23,574,787,72.9,9,29,31.0,407,507,80.3,158,251,62.9,61,654,34,4,31,5,86,15,1
123,Ousmane Dembélé,fr FRA,FWD,Barcelona,22,1997,4.0,1,0,0,5,2,0,40.0,1.26,0.50,0.20,0.50,1.1,1.1,0.22,-0.1,-0.1,0,0.7,-0.7,8,201,261,77.0,4,19,21.1,166,188,88.3,31,54,57.4,81,169,3,0,19,5,13,12,2
124,Deyverson,br BRA,FWD,Getafe,28,1991,1.4,0,0,0,2,0,1,0.0,1.45,0.00,0.00,0,0.1,0.1,0.04,-0.1,-0.1,1,0.4,+0.6,2,20,40,50.0,2,7,28.6,16,22,72.7,2,11,18.2,26,0,0,0,0,0,5,0,0
125,Mouctar Diakhaby,fr FRA,DEF,Valencia,22,1996,9.1,0,0,0,0,0,0,0,0.00,0.00,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,1,403,449,89.8,4,6,66.7,285,302,94.4,114,141,80.9,46,371,16,0,0,2,22,1,1
126,Brahim Díaz,es ESP,FWD,Real Madrid,19,1999,0.3,0,0,0,0,0,0,0,0.00,0.00,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,8,9,88.9,0,0,0,7,8,87.5,1,1,100.0,3,6,0,0,0,0,0,0,0
127,Víctor Díaz,es ESP,DEF,Granada,31,1988,23.7,0,0,0,12,0,0,0.0,0.51,0.00,0.00,0,0.4,0.4,0.03,-0.4,-0.4,5,2.4,+2.6,20,733,1080,67.9,8,40,20.0,529,646,81.9,196,394,49.7,60,711,29,0,6,211,67,14,6
128,Papakouli Diop,sn SEN,MID,Eibar,33,1986,16.7,1,0,0,17,7,0,41.2,1.02,0.42,0.06,0.14,0.8,0.8,0.04,+0.2,+0.2,0,0.3,-0.3,10,412,540,76.3,1,14,7.1,297,364,81.6,114,162,70.4,46,396,13,1,0,0,63,3,0
129,Djené,tg TOG,DEF,Getafe,27,1991,23.0,0,0,0,3,1,0,33.3,0.13,0.04,0.00,0.00,0.2,0.2,0.06,-0.2,-0.2,0,0.4,-0.4,4,438,607,72.2,5,14,35.7,251,307,81.8,182,286,63.6,90,399,29,0,0,4,53,3,1
130,Marko Dmitrović,rs SRB,GK,Eibar,27,1992,24.0,0,0,0,0,0,0,0,0.00,0.00,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,330,726,45.5,0,0,0,81,82,98.8,249,644,38.7,476,115,140,0,0,0,36,1,0
131,Jaume Doménech,es ESP,GK,Valencia,28,1990,11.7,0,0,0,0,0,0,0,0.00,0.00,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,247,373,66.2,3,3,100.0,116,116,100.0,128,254,50.4,23,281,37,0,0,0,2,0,0
132,Domingos Duarte,pt POR,DEF,Granada,24,1995,23.5,2,0,0,6,2,0,33.3,0.26,0.09,0.33,1.00,1.0,1.0,0.16,+1.0,+1.0,0,0.0,0.0,1,657,807,81.4,4,12,33.3,390,436,89.4,263,359,73.3,57,639,48,0,0,6,37,2,0
133,Óscar Duarte,cr CRC,DEF,Levante,30,1989,3.4,0,0,0,2,1,0,50.0,0.59,0.30,0.00,0.00,0.1,0.1,0.05,-0.1,-0.1,0,0.0,0.0,0,115,130,88.5,0,0,0,58,62,93.5,57,68,83.8,32,93,8,0,0,0,3,0,0
134,Rubén Duarte,es ESP,DEF,Alavés,23,1995,23.0,0,0,0,14,6,0,42.9,0.61,0.26,0.00,0.00,0.9,0.9,0.07,-0.9,-0.9,1,0.6,+0.4,7,713,984,72.5,13,34,38.2,564,674,83.7,136,276,49.3,603,86,23,0,4,207,70,9,5
135,Hugo Duro,es ESP,FWD,Getafe,19,1999,0.9,0,0,0,2,1,0,50.0,2.34,1.17,0.00,0.00,0.4,0.4,0.18,-0.4,-0.4,0,0.0,0.0,0,10,20,50.0,2,3,66.7,8,13,61.5,0,4,0.0,8,5,1,0,0,0,0,0,0
136,Aritz Elustondo,es ESP,DEF,Real Sociedad,25,1994,8.3,0,0,0,3,0,0,0.0,0.36,0.00,0.00,0,0.3,0.3,0.09,-0.3,-0.3,1,0.2,+0.8,1,347,399,87.0,0,3,0.0,255,280,91.1,92,116,79.3,37,320,21,0,0,7,18,0,0
137,Rodrigo Ely,br BRA,DEF,Alavés,25,1993,15.6,1,0,0,3,2,0,66.7,0.19,0.13,0.33,0.50,0.3,0.3,0.10,+0.7,+0.7,0,0.0,0.0,0,487,609,80.0,2,8,25.0,266,300,88.7,219,301,72.8,58,454,28,0,0,0,21,0,0
138,Adri Embarba,es ESP,MID,Espanyol,27,1992,4.2,2,1,1,9,4,2,44.4,2.15,0.95,0.11,0.25,1.1,0.4,0.04,+0.9,+0.6,1,0.6,+0.4,4,58,101,57.4,2,6,33.3,42,52,80.8,14,43,32.6,22,71,6,0,9,2,4,5,3
139,Emerson,br BRA,DEF,Betis,20,1999,20.5,3,0,0,20,4,0,20.0,0.98,0.20,0.15,0.75,1.2,1.2,0.06,+1.8,+1.8,5,2.6,+2.4,19,777,982,79.1,19,70,27.1,635,731,86.9,123,181,68.0,56,679,28,0,0,187,30,14,5
140,Youssef En-Nesyri,ma MAR,FWD,Sevilla,22,1997,2.3,1,0,0,8,2,0,25.0,3.55,0.89,0.13,0.50,1.3,1.3,0.17,-0.3,-0.3,0,0.0,0.0,1,29,45,64.4,0,3,0.0,26,37,70.3,3,5,60.0,26,5,0,0,0,0,2,1,0
141,Youssef En-Nesyri,ma MAR,FWD,Leganés,22,1997,15.4,4,0,0,39,18,0,46.2,2.54,1.17,0.10,0.22,3.9,3.9,0.10,+0.1,+0.1,2,0.7,+1.3,7,163,266,61.3,8,25,32.0,131,196,66.8,24,45,53.3,140,26,0,0,0,5,4,8,2
142,Sergi Enrich,es ESP,FWD,Eibar,29,1990,14.1,1,0,0,19,2,0,10.5,1.35,0.14,0.05,0.50,2.0,2.0,0.10,-1.0,-1.0,1,0.1,+0.9,2,253,340,74.4,7,22,31.8,225,284,79.2,21,34,61.8,22,203,0,0,0,1,12,6,0
143,Javier Eraso,es ESP,MID,Leganés,29,1990,6.1,0,0,0,6,4,0,66.7,0.98,0.66,0.00,0.00,0.4,0.4,0.06,-0.4,-0.4,0,0.6,-0.6,8,158,206,76.7,6,13,46.2,130,154,84.4,22,39,56.4,22,163,7,1,17,1,4,2,1
144,Gonzalo Escalante,ar ARG,MID,Eibar,26,1993,14.3,0,0,0,19,4,0,21.1,1.33,0.28,0.00,0.00,1.4,1.4,0.07,-1.4,-1.4,1,0.6,+0.4,8,383,513,74.7,5,19,26.3,293,358,81.8,85,136,62.5,39,358,5,0,0,10,34,9,1
145,Aarón Escandell,es ESP,GK,Granada,23,1995,1.0,0,0,0,0,0,0,0,0.00,0.00,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,21,39,53.8,0,0,0,9,9,100.0,12,30,40.0,3,30,8,0,0,0,2,0,0
146,Sergio Escudero,es ESP,DEF,Sevilla,29,1989,3.6,0,0,0,2,2,0,100.0,0.56,0.56,0.00,0.00,0.1,0.1,0.03,-0.1,-0.1,0,0.5,-0.5,3,186,239,77.8,5,8,62.5,158,179,88.3,23,52,44.2,161,21,6,1,0,39,13,0,0
147,Bernardo Espinosa,co COL,DEF,Espanyol,30,1989,16.0,2,0,0,11,4,0,36.4,0.69,0.25,0.18,0.50,1.0,1.0,0.09,+1.0,+1.0,0,0.3,-0.3,3,419,563,74.4,5,13,38.5,239,289,82.7,175,261,67.0,79,388,16,0,0,0,15,1,0
148,Esquerdo,es ESP,MID,Valencia,20,1999,0.1,0,0,0,0,0,0,0,0.00,0.00,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,5,8,62.5,0,1,0.0,3,4,75.0,2,3,66.7,7,1,0,0,0,0,0,0,0
149,Pervis Estupiñán,ec ECU,DEF,Osasuna,21,1998,24.0,1,0,0,13,2,1,15.4,0.54,0.08,0.08,0.50,1.0,1.0,0.08,0.0,0.0,3,2.1,+0.9,31,989,1340,73.8,17,75,22.7,809,950,85.2,163,315,51.7,880,103,15,2,1,286,75,40,27
150,Oghenekaro Etebo,ng NGA,MID,Getafe,23,1995,2.1,0,0,0,1,1,0,100.0,0.48,0.48,0.00,0.00,0.0,0.0,0.02,0.0,0.0,0,0.0,0.0,0,33,56,58.9,1,2,50.0,26,38,68.4,6,16,37.5,3,41,1,0,0,0,0,0,0
151,Beñat Etxebarria,es ESP,MID,Athletic Bilbao,32,1987,4.3,0,0,0,5,2,0,40.0,1.16,0.46,0.00,0.00,0.1,0.1,0.02,-0.1,-0.1,0,0.4,-0.4,11,161,194,83.0,3,5,60.0,115,125,92.0,43,64,67.2,11,169,12,1,16,0,13,2,0
152,Xabier Etxeita,es ESP,DEF,Getafe,31,1987,7.5,0,0,0,1,0,0,0.0,0.13,0.00,0.00,0,0.0,0.0,0.02,0.0,0.0,0,0.0,0.0,0,65,111,58.6,1,4,25.0,31,49,63.3,33,58,56.9,30,54,4,0,0,0,10,1,1
153,Edu Expósito,es ESP,MID,Eibar,22,1996,16.2,2,0,0,13,7,0,53.8,0.80,0.43,0.15,0.29,0.6,0.6,0.04,+1.4,+1.4,1,1.1,-0.1,15,483,565,85.5,5,15,33.3,355,400,88.8,123,150,82.0,82,429,8,0,0,2,54,8,2
154,Fabricio,es ESP,GK,Mallorca,31,1987,1.0,0,0,0,0,0,0,0,0.00,0.00,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,24,33,72.7,0,0,0,6,6,100.0,18,27,66.7,5,20,3,0,0,0,0,0,0
155,Fayçal Fajr,ma MAR,MID,Getafe,30,1988,4.3,0,0,0,8,2,2,25.0,1.85,0.46,0.00,0.00,0.4,0.4,0.06,-0.4,-0.4,0,0.5,-0.5,9,112,178,62.9,1,6,16.7,64,81,79.0,47,91,51.6,12,145,14,0,18,3,20,3,2
156,Eliseo Falcon,es ESP,DEF,Levante,22,1997,0.8,0,0,0,0,0,0,0,0.00,0.00,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,22,24,91.7,0,0,0,16,16,100.0,6,8,75.0,1,21,0,0,1,1,2,0,0
157,Ansu Fati,es ESP,FWD,Barcelona,16,2002,7.4,4,0,0,23,9,0,39.1,3.09,1.21,0.17,0.44,2.4,2.4,0.10,+1.6,+1.6,1,1.5,-0.5,11,271,342,79.2,12,29,41.4,252,294,85.7,7,19,36.8,44,288,1,0,9,2,10,6,0
158,Aleix Febas,es ESP,MID,Mallorca,23,1996,15.5,0,0,0,8,3,0,37.5,0.52,0.19,0.00,0.00,0.6,0.6,0.08,-0.6,-0.6,3,1.4,+1.6,18,438,529,82.8,22,37,59.5,368,426,86.4,48,66,72.7,83,430,9,2,0,0,30,8,0
159,Zouhair Feddal,ma MAR,DEF,Betis,30,1989,9.4,0,0,0,3,1,0,33.3,0.32,0.11,0.00,0.00,0.3,0.3,0.11,-0.3,-0.3,1,0.3,+0.7,1,504,582,86.6,4,7,57.1,320,340,94.1,180,235,76.6,491,55,24,0,0,2,16,1,0
160,Ljubomir Fejsa,rs SRB,MID,Alavés,30,1988,2.1,0,0,0,0,0,0,0,0.00,0.00,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,61,73,83.6,3,7,42.9,44,51,86.3,14,15,93.3,3,57,0,0,0,1,4,0,0
161,Nabil Fekir,fr FRA,MID,Betis,26,1993,18.2,7,1,1,62,22,4,35.5,3.40,1.21,0.10,0.27,4.5,3.8,0.06,+2.5,+2.2,1,1.5,-0.5,20,472,590,80.0,13,39,33.3,368,420,87.6,91,131,69.5,486,67,20,2,7,4,51,13,1
162,Felipe,br BRA,DEF,Atlético Madrid,30,1989,18.0,1,0,0,16,5,0,31.3,0.89,0.28,0.06,0.20,1.1,1.1,0.07,-0.1,-0.1,0,0.1,-0.1,4,548,688,79.7,7,19,36.8,377,422,89.3,164,247,66.4,85,525,21,0,0,2,22,0,0
163,João Félix,pt POR,FWD,Atlético Madrid,19,1999,14.5,3,0,0,47,13,2,27.7,3.24,0.90,0.06,0.23,5.2,5.2,0.11,-2.2,-2.2,1,1.9,-0.9,11,277,364,76.1,16,35,45.7,238,282,84.4,23,47,48.9,31,293,3,2,3,4,29,10,1
164,Aitor Fernández,es ESP,GK,Levante,28,1991,25.0,0,0,0,0,0,0,0,0.00,0.00,0,0,0.0,0.0,0,0.0,0.0,0,0.2,-0.2,1,513,779,65.9,7,7,100.0,219,220,99.5,287,552,52.0,58,546,94,1,0,0,7,0,0
165,Andrés Fernández,es ESP,GK,Villarreal,32,1986,3.0,0,0,0,0,0,0,0,0.00,0.00,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,73,98,74.5,1,1,100.0,44,44,100.0,28,53,52.8,8,77,9,0,0,0,0,0,0
166,Carlos Fernández,es ESP,FWD,Granada,23,1996,14.6,5,0,0,22,7,1,31.8,1.51,0.48,0.23,0.71,4.1,4.1,0.19,+0.9,+0.9,2,1.0,+1.0,13,238,378,63.0,7,31,22.6,203,294,69.0,28,53,52.8,230,50,2,1,1,2,16,5,0
167,Gabriel Fernández,uy URU,FWD,Celta Vigo,25,1994,5.5,1,0,0,6,3,0,50.0,1.10,0.55,0.17,0.33,0.7,0.7,0.11,+0.3,+0.3,1,0.2,+0.8,2,73,106,68.9,7,12,58.3,54,75,72.0,12,19,63.2,24,58,1,0,0,2,7,1,0
168,Joaquín Fernández,es ESP,MID,Valladolid,23,1996,11.2,1,0,0,5,2,0,40.0,0.44,0.18,0.20,0.50,0.1,0.1,0.03,+0.9,+0.9,0,0.0,0.0,2,385,475,81.1,8,17,47.1,276,314,87.9,101,144,70.1,55,366,13,0,0,2,33,3,0
169,Fernando,br BRA,MID,Sevilla,32,1987,22.9,1,0,0,9,2,0,22.2,0.39,0.09,0.11,0.50,1.5,1.5,0.17,-0.5,-0.5,2,0.5,+1.5,8,1074,1192,90.1,23,32,71.9,708,772,91.7,343,388,88.4,128,946,35,1,1,7,73,2,1
170,Facundo Ferreyra,ar ARG,FWD,Espanyol,28,1991,6.0,1,0,0,7,6,0,85.7,1.17,1.00,0.14,0.17,1.2,1.2,0.17,-0.2,-0.2,0,0.4,-0.4,5,65,99,65.7,5,15,33.3,54,74,73.0,6,10,60.0,10,54,0,0,0,0,3,2,0
171,Junior Firpo,es ESP,DEF,Barcelona,22,1996,9.0,1,0,0,4,1,0,25.0,0.44,0.11,0.25,1.00,0.6,0.6,0.15,+0.4,+0.4,0,0.5,-0.5,9,557,619,90.0,13,25,52.0,499,533,93.6,45,61,73.8,447,81,6,1,0,68,26,9,1
172,Alessandro Florenzi,it ITA,DEF,Valencia,28,1991,1.4,0,0,0,1,1,0,100.0,0.69,0.69,0.00,0.00,0.0,0.0,0.03,0.0,0.0,0,0.0,0.0,0,57,83,68.7,1,3,33.3,40,50,80.0,16,30,53.3,3,62,2,0,0,17,4,0,0
173,Hernâni Fortes,pt POR,MID,Levante,27,1991,4.7,2,0,0,17,8,0,47.1,3.65,1.72,0.12,0.25,0.9,0.9,0.05,+1.1,+1.1,0,0.9,-0.9,8,60,101,59.4,1,7,14.3,48,65,73.8,11,29,37.9,57,37,3,0,1,0,2,3,2
