Rk,Player,Nation,Position,Squad,Age,Born,90s,Goals,PK,PKatt,Shots Total,Shots on Target,FK Shots,Shots on Target %,Shots per 90,SOT per 90,Goals per Shot,Goals per SOT,xG,npxG,npxG per Shot,Goals minus xG,np Goals minus xG,Assists,xA,Assists-xA,KeyPasses,Total Passes Completed,Total Passes Attempted,Total Passes Completed%,Short Passes Completed,Short Attempted Passes,Short Passes Completed%,Medium Passes Completed,Medium Passes Attempted,Medium Passes Completed%,Long Passes Completed,Long Passes Attempted,Long Passes Completed%,Passes With LF,Passes with RF,Free Kick Passes,Through Ball Passes,Corner Kicks,Throw Ins,Passes into final third,Passes Into Penalty Box,Crosses into Penalty Box
174,Dimitri Foulquier,fr FRA,DEF,Granada,26,1993,5.1,1,0,0,3,2,0,66.7,0.59,0.39,0.33,0.50,0.2,0.2,0.05,+0.8,+0.8,0,0.1,-0.1,1,104,157,66.2,5,15,33.3,83,113,73.5,16,29,55.2,12,92,2,0,0,40,7,0,0
175,Jorge de Frutos,es ESP,MID,Valladolid,22,1997,0.6,0,0,0,1,0,0,0.0,1.61,0.00,0.00,0,0.1,0.1,0.13,-0.1,-0.1,0,0.1,-0.1,1,15,17,88.2,0,1,0.0,13,14,92.9,2,2,100.0,1,13,0,0,0,1,0,0,0
176,Ramiro Funes Mori,ar ARG,DEF,Villarreal,28,1991,5.0,0,0,0,3,0,0,0.0,0.60,0.00,0.00,0,0.1,0.1,0.02,-0.1,-0.1,0,0.1,-0.1,1,224,270,83.0,1,5,20.0,135,150,90.0,88,115,76.5,106,141,6,0,0,2,11,0,0
177,Enric Gallego,es ESP,FWD,Osasuna,32,1986,2.6,0,0,0,6,2,0,33.3,2.32,0.77,0.00,0.00,0.5,0.5,0.08,-0.5,-0.5,0,0.3,-0.3,4,36,65,55.4,2,4,50.0,29,47,61.7,5,14,35.7,19,10,0,0,0,0,1,2,0
178,Enric Gallego,es ESP,FWD,Getafe,32,1986,1.8,0,0,0,3,1,0,33.3,1.67,0.56,0.00,0.00,0.2,0.2,0.08,-0.2,-0.2,0,0.0,0.0,0,26,48,54.2,3,8,37.5,20,34,58.8,3,6,50.0,26,7,0,1,0,0,2,1,0
179,Kévin Gameiro,fr FRA,FWD,Valencia,32,1987,10.0,4,0,1,14,7,0,50.0,1.40,0.70,0.29,0.57,4.3,3.5,0.25,-0.3,+0.5,1,1.7,-0.7,9,179,239,74.9,3,17,17.6,158,195,81.0,18,27,66.7,26,198,0,0,0,0,8,9,0
180,Fran Gámez,es ESP,DEF,Mallorca,28,1991,13.7,0,0,0,11,1,0,9.1,0.81,0.07,0.00,0.00,0.9,0.9,0.08,-0.9,-0.9,1,0.7,+0.3,8,450,617,72.9,14,39,35.9,341,398,85.7,95,180,52.8,36,407,10,1,0,133,33,9,4
181,Ezequiel Garay,ar ARG,DEF,Valencia,32,1986,16.0,0,0,0,7,3,0,42.9,0.44,0.19,0.00,0.00,0.6,0.6,0.09,-0.6,-0.6,0,0.1,-0.1,2,759,853,89.0,11,16,68.8,477,498,95.8,271,339,79.9,48,747,21,0,0,0,39,1,0
182,Dani García,es ESP,MID,Athletic Bilbao,29,1990,23.3,0,0,0,11,0,0,0.0,0.47,0.00,0.00,0,0.4,0.4,0.04,-0.4,-0.4,0,0.4,-0.4,11,818,980,83.5,14,27,51.9,554,627,88.4,250,326,76.7,125,728,26,0,0,2,64,3,1
183,David García,es ESP,DEF,Osasuna,25,1994,20.0,0,0,0,12,4,0,33.3,0.60,0.20,0.00,0.00,0.9,0.9,0.07,-0.9,-0.9,0,0.2,-0.2,4,575,742,77.5,4,12,33.3,334,396,84.3,237,334,71.0,205,407,34,3,0,6,52,3,0
184,Javi García,es ESP,MID,Betis,32,1987,4.0,0,0,0,4,1,0,25.0,1.00,0.25,0.00,0.00,0.2,0.2,0.06,-0.2,-0.2,0,0.0,0.0,0,151,181,83.4,2,8,25.0,123,138,89.1,26,35,74.3,25,138,9,0,0,0,7,0,0
185,Manu García,es ESP,MID,Alavés,33,1986,18.5,0,0,0,19,7,0,36.8,1.03,0.38,0.00,0.00,2.1,2.1,0.11,-2.1,-2.1,0,0.1,-0.1,1,449,610,73.6,8,32,25.0,351,433,81.1,90,145,62.1,305,181,11,1,0,0,40,0,0
186,Raúl García,es ESP,MID,Athletic Bilbao,33,1986,21.2,7,4,4,46,17,0,37.0,2.17,0.80,0.07,0.18,6.3,3.3,0.07,+0.7,-0.3,1,0.5,+0.5,13,383,657,58.3,12,43,27.9,315,473,66.6,56,141,39.7,104,340,2,2,0,2,52,10,0
187,Raúl García,es ESP,DEF,Getafe,30,1989,2.7,0,0,0,0,0,0,0,0.00,0.00,0,0,0.0,0.0,0,0.0,0.0,0,0.2,-0.2,4,89,136,65.4,2,8,25.0,62,74,83.8,25,54,46.3,93,7,5,0,3,31,7,8,5
188,Raúl García,es ESP,DEF,Valladolid,30,1989,6.0,0,0,0,6,3,0,50.0,1.00,0.50,0.00,0.00,0.1,0.1,0.02,-0.1,-0.1,1,0.2,+0.8,6,177,258,68.6,1,13,7.7,139,163,85.3,37,82,45.1,152,17,5,0,1,70,13,6,3
189,Rubén García,es ESP,MID,Osasuna,26,1993,19.6,6,1,1,40,13,8,32.5,2.04,0.66,0.13,0.38,5.6,4.8,0.12,+0.4,+0.2,2,2.7,-0.7,36,576,825,69.8,12,41,29.3,426,532,80.1,138,252,54.8,664,67,41,1,72,19,46,25,7
190,Unai García,es ESP,DEF,Osasuna,27,1992,2.2,1,0,0,2,1,0,50.0,0.91,0.45,0.50,1.00,0.2,0.2,0.11,+0.8,+0.8,0,0.1,-0.1,1,50,68,73.5,1,1,100.0,29,33,87.9,20,34,58.8,6,46,5,0,0,6,3,0,0
191,Mario Gaspar,es ESP,DEF,Villarreal,28,1990,15.7,0,0,0,12,1,0,8.3,0.77,0.06,0.00,0.00,0.9,0.9,0.08,-0.9,-0.9,1,1.4,-0.4,13,600,756,79.4,3,16,18.8,509,583,87.3,88,157,56.1,49,511,24,1,0,138,43,4,0
192,José Antonio Martínez Gil,es ESP,DEF,Granada,26,1993,10.5,0,0,0,2,0,0,0.0,0.19,0.00,0.00,0,0.1,0.1,0.04,-0.1,-0.1,0,0.0,0.0,0,286,379,75.5,1,9,11.1,150,185,81.1,135,185,73.0,290,31,18,0,0,13,22,2,0
193,Ibai Gómez,es ESP,FWD,Athletic Bilbao,29,1989,6.6,0,0,0,13,5,2,38.5,1.96,0.76,0.00,0.00,1.0,1.0,0.08,-1.0,-1.0,0,1.6,-1.6,16,172,272,63.2,4,15,26.7,135,159,84.9,33,98,33.7,33,219,23,1,41,7,9,5,4
194,Maxi Gómez,uy URU,FWD,Valencia,22,1996,16.3,9,0,1,29,16,0,55.2,1.78,0.98,0.31,0.56,4.1,3.4,0.12,+4.9,+5.6,2,1.7,+0.3,7,167,255,65.5,5,16,31.3,133,193,68.9,29,46,63.0,18,163,1,3,0,1,13,8,0
195,Moi Gómez,es ESP,FWD,Villarreal,25,1994,18.9,4,0,0,31,12,1,38.7,1.64,0.64,0.13,0.33,2.3,2.3,0.07,+1.7,+1.7,3,2.6,+0.4,20,640,798,80.2,15,47,31.9,521,579,90.0,104,172,60.5,260,507,2,2,7,4,35,21,12
196,Sergi Gómez,es ESP,DEF,Sevilla,27,1992,4.3,0,0,0,1,0,0,0.0,0.23,0.00,0.00,0,0.0,0.0,0.02,0.0,0.0,0,0.0,0.0,0,225,250,90.0,2,4,50.0,141,148,95.3,82,98,83.7,17,216,6,0,0,0,13,0,0
197,Maxime Gonalons,fr FRA,MID,Granada,30,1989,15.1,0,0,0,3,1,0,33.3,0.20,0.07,0.00,0.00,0.1,0.1,0.04,-0.1,-0.1,0,0.4,-0.4,5,444,531,83.6,6,16,37.5,289,332,87.0,149,183,81.4,132,338,18,1,1,1,46,4,0
198,Bruno González,es ESP,DEF,Getafe,29,1990,2.0,0,0,0,0,0,0,0,0.00,0.00,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,1,51,61,83.6,1,2,50.0,24,26,92.3,26,33,78.8,8,41,4,0,0,1,8,0,0
199,Bruno González,es ESP,DEF,Levante,29,1990,1.0,0,0,0,0,0,0,0,0.00,0.00,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,22,24,91.7,1,1,100.0,10,10,100.0,11,13,84.6,5,19,1,0,0,0,2,0,0
200,Édgar González,es ESP,MID,Betis,22,1997,4.6,0,0,0,2,0,0,0.0,0.44,0.00,0.00,0,0.6,0.6,0.29,-0.6,-0.6,0,0.0,0.0,0,163,187,87.2,2,7,28.6,123,133,92.5,38,47,80.9,40,128,4,0,0,0,5,0,0
201,Andoni Gorosabel,es ESP,DEF,Real Sociedad,22,1996,3.3,0,0,0,1,1,0,100.0,0.31,0.31,0.00,0.00,0.0,0.0,0.01,0.0,0.0,0,0.1,-0.1,2,135,176,76.7,3,10,30.0,116,137,84.7,16,29,55.2,17,119,5,0,0,29,8,2,0
202,Esteban Granero,es ESP,MID,Espanyol,32,1987,5.2,1,0,0,7,7,0,100.0,1.34,1.34,0.14,0.14,1.2,1.2,0.18,-0.2,-0.2,0,0.5,-0.5,11,161,224,71.9,4,9,44.4,124,149,83.2,33,66,50.0,18,188,16,0,12,1,15,1,0
203,Antoine Griezmann,fr FRA,FWD,Barcelona,28,1991,21.9,8,0,0,45,21,0,46.7,2.05,0.96,0.18,0.38,6.9,6.9,0.15,+1.1,+1.1,4,2.3,+1.7,21,719,891,80.7,26,76,34.2,591,684,86.4,102,131,77.9,660,175,4,4,5,4,38,21,5
204,Andrés Guardado,mx MEX,MID,Betis,32,1986,15.1,0,0,0,9,4,0,44.4,0.60,0.26,0.00,0.00,0.8,0.8,0.09,-0.8,-0.8,2,1.5,+0.5,21,557,663,84.0,10,26,38.5,410,453,90.5,137,184,74.5,541,76,11,0,1,11,52,11,2
205,Sergi Guardiola,es ESP,FWD,Valladolid,28,1991,21.9,6,0,0,44,15,2,34.1,2.01,0.69,0.14,0.40,4.6,4.6,0.10,+1.4,+1.4,2,1.5,+0.5,12,343,505,67.9,11,46,23.9,289,378,76.5,43,81,53.1,364,63,1,1,0,1,22,6,1
206,Nemanja Gudelj,rs SRB,MID,Sevilla,27,1991,6.1,0,0,0,5,1,1,20.0,0.82,0.16,0.00,0.00,0.2,0.2,0.04,-0.2,-0.2,0,0.0,0.0,0,251,281,89.3,5,8,62.5,181,194,93.3,65,79,82.3,24,228,18,0,0,1,13,1,0
207,Gonçalo Guedes,pt POR,MID,Valencia,22,1996,5.9,0,0,0,10,4,0,40.0,1.68,0.67,0.00,0.00,0.5,0.5,0.05,-0.5,-0.5,0,1.0,-1.0,10,149,196,76.0,2,13,15.4,130,147,88.4,17,36,47.2,17,166,2,1,2,1,13,15,2
208,Ander Guevara,es ESP,MID,Real Sociedad,22,1997,9.1,0,0,0,3,0,0,0.0,0.33,0.00,0.00,0,0.1,0.1,0.02,-0.1,-0.1,0,0.4,-0.4,7,523,604,86.6,3,9,33.3,420,467,89.9,100,128,78.1,107,460,18,0,3,0,45,1,0
209,John Guidetti,se SWE,FWD,Alavés,27,1992,1.0,0,0,0,2,0,1,0.0,1.94,0.00,0.00,0,0.2,0.2,0.10,-0.2,-0.2,0,0.1,-0.1,1,22,35,62.9,0,4,0.0,19,25,76.0,3,6,50.0,2,27,0,1,1,0,3,2,0
210,Hugo Guillamón,es ESP,DEF,Valencia,19,2000,0.5,0,0,0,0,0,0,0,0.00,0.00,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,40,44,90.9,1,1,100.0,28,29,96.6,11,14,78.6,10,33,1,0,0,0,1,0,0
211,Ismael Gutiérrez,es ESP,MID,Betis,18,2000,0.9,0,0,0,0,0,0,0,0.00,0.00,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,24,27,88.9,1,3,33.3,18,18,100.0,5,6,83.3,2,23,1,0,0,0,1,0,0
212,Munir El Haddadi,es ESP,FWD,Sevilla,23,1995,7.1,2,0,0,25,7,0,28.0,3.50,0.98,0.08,0.29,2.1,2.1,0.08,-0.1,-0.1,1,0.7,+0.3,7,150,191,78.5,3,7,42.9,127,152,83.6,20,32,62.5,146,25,4,1,1,3,9,9,1
213,Eden Hazard,be BEL,FWD,Real Madrid,28,1991,8.3,1,0,0,12,9,0,75.0,1.44,1.08,0.08,0.11,1.4,1.4,0.12,-0.4,-0.4,1,1.0,0.0,15,349,414,84.3,9,27,33.3,297,333,89.2,43,54,79.6,56,333,4,2,3,2,23,9,2
214,Mario Hermoso,es ESP,DEF,Atlético Madrid,24,1995,10.7,0,0,0,2,2,0,100.0,0.19,0.19,0.00,0.00,0.4,0.4,0.18,-0.4,-0.4,0,0.0,0.0,1,372,470,79.1,2,7,28.6,255,276,92.4,115,187,61.5,347,67,17,0,0,9,25,1,0
215,Aridane Hernández,gq EQG,DEF,Osasuna,30,1989,19.0,2,0,0,10,3,0,30.0,0.53,0.16,0.20,0.67,0.9,0.9,0.09,+1.1,+1.1,0,0.2,-0.2,4,509,605,84.1,3,4,75.0,289,326,88.7,217,275,78.9,87,441,31,0,0,0,24,2,0
216,Javier Hernández,mx MEX,FWD,Sevilla,31,1988,5.0,1,0,0,13,6,0,46.2,2.62,1.21,0.08,0.17,2.6,2.6,0.20,-1.6,-1.6,0,0.3,-0.3,4,58,79,73.4,3,8,37.5,51,65,78.5,4,6,66.7,13,52,0,1,0,0,1,1,0
217,Juan Hernández,es ESP,MID,Celta Vigo,24,1994,0.2,0,0,0,0,0,0,0,0.00,0.00,0,0,0.0,0.0,0,0.0,0.0,0,0.2,-0.2,2,5,10,50.0,0,0,0,5,8,62.5,0,2,0.0,8,0,0,0,0,0,0,2,2
218,Héctor Herrera,mx MEX,MID,Atlético Madrid,29,1990,9.3,0,0,0,12,1,0,8.3,1.30,0.11,0.00,0.00,0.7,0.7,0.06,-0.7,-0.7,1,1.3,-0.3,17,449,522,86.0,9,19,47.4,362,394,91.9,78,109,71.6,71,412,20,1,9,1,59,7,0
219,Sergio Herrera,es ESP,GK,Osasuna,26,1993,10.8,0,0,0,0,0,0,0,0.00,0.00,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,188,349,53.9,1,2,50.0,48,49,98.0,139,298,46.6,15,241,52,0,0,0,8,0,0
220,Yangel Herrera,ve VEN,MID,Granada,21,1998,16.5,2,0,0,21,4,0,19.0,1.27,0.24,0.10,0.50,1.5,1.5,0.07,+0.5,+0.5,2,0.8,+1.2,10,451,586,77.0,7,19,36.8,340,411,82.7,104,156,66.7,106,410,9,2,0,0,53,6,0
221,Iago Herrerín,es ESP,GK,Athletic Bilbao,31,1988,3.0,0,0,0,0,0,0,0,0.00,0.00,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,55,104,52.9,0,0,0,11,11,100.0,44,93,47.3,7,72,12,0,0,0,2,0,0
222,Pablo Hervías,es ESP,MID,Valladolid,26,1993,4.9,1,0,0,11,5,6,45.5,2.26,1.03,0.09,0.20,0.5,0.5,0.04,+0.5,+0.5,0,0.3,-0.3,6,125,167,74.9,5,9,55.6,101,116,87.1,19,42,45.2,14,149,8,0,6,1,6,0,0
223,Robert Ibáñez,es ESP,MID,Osasuna,26,1993,5.9,1,0,0,8,1,0,12.5,1.35,0.17,0.13,1.00,1.1,1.1,0.14,-0.1,-0.1,0,0.2,-0.2,3,139,173,80.3,4,12,33.3,125,146,85.6,10,15,66.7,60,105,0,1,0,0,10,5,0
224,Vicente Iborra,es ESP,MID,Villarreal,31,1988,22.0,0,0,0,12,1,0,8.3,0.55,0.05,0.00,0.00,1.0,1.0,0.08,-1.0,-1.0,2,0.3,+1.7,5,954,1099,86.8,15,27,55.6,675,753,89.6,264,319,82.8,159,809,45,1,0,3,91,4,0
225,Borja Iglesias,es ESP,FWD,Betis,26,1993,14.3,3,0,0,20,7,0,35.0,1.40,0.49,0.15,0.43,1.7,1.7,0.09,+1.3,+1.3,2,2.0,0.0,14,169,232,72.8,19,37,51.4,128,163,78.5,22,32,68.8,42,145,0,3,0,0,11,8,0
226,Asier Illarramendi,es ESP,MID,Real Sociedad,29,1990,2.4,0,0,0,1,0,0,0.0,0.41,0.00,0.00,0,0.0,0.0,0.02,0.0,0.0,0,0.2,-0.2,1,168,183,91.8,1,2,50.0,134,141,95.0,33,40,82.5,13,163,7,2,0,0,22,3,0
227,Takashi Inui,jp JPN,MID,Eibar,31,1988,15.5,1,0,0,30,7,0,23.3,1.93,0.45,0.03,0.14,2.4,2.4,0.08,-1.4,-1.4,3,1.3,+1.7,15,313,415,75.4,4,13,30.8,269,333,80.8,40,69,58.0,32,359,3,1,1,8,17,9,2
228,Alexander Isak,se SWE,FWD,Real Sociedad,19,1999,10.1,7,0,0,28,15,0,53.6,2.78,1.49,0.25,0.47,4.7,4.7,0.17,+2.3,+2.3,1,1.3,-0.3,7,132,176,75.0,6,15,40.0,113,144,78.5,13,17,76.5,31,118,1,3,1,0,6,9,0
229,Isco,es ESP,FWD,Real Madrid,27,1992,8.8,1,0,0,15,8,2,53.3,1.70,0.91,0.07,0.13,1.2,1.2,0.08,-0.2,-0.2,0,1.3,-1.3,16,469,556,84.4,18,40,45.0,381,414,92.0,70,102,68.6,47,494,5,3,5,7,41,16,3
230,Ander Iturraspe,es ESP,MID,Espanyol,30,1989,1.2,0,0,0,0,0,0,0,0.00,0.00,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,28,37,75.7,1,2,50.0,22,29,75.9,5,6,83.3,7,22,1,0,0,0,2,0,0
231,Adnan Januzaj,be BEL,FWD,Real Sociedad,24,1995,7.2,1,0,0,16,4,2,25.0,2.23,0.56,0.06,0.25,0.6,0.6,0.04,+0.4,+0.4,3,1.4,+1.6,11,173,257,67.3,3,23,13.0,127,164,77.4,43,70,61.4,201,45,6,1,9,3,19,11,1
232,Jason,es ESP,MID,Getafe,25,1994,9.7,1,0,0,16,5,2,31.3,1.64,0.51,0.06,0.20,1.1,1.1,0.07,-0.1,-0.1,4,1.5,+2.5,19,168,297,56.6,5,24,20.8,131,181,72.4,32,92,34.8,27,232,17,0,28,1,18,7,3
233,Joaquín,es ESP,MID,Betis,38,1981,17.5,8,2,3,22,10,3,45.5,1.25,0.57,0.27,0.60,5.6,3.3,0.15,+2.4,+2.7,2,4.2,-2.2,42,645,818,78.9,20,54,37.0,530,600,88.3,95,164,57.9,38,733,25,4,47,9,28,35,8
234,Frenkie de Jong,nl NED,MID,Barcelona,22,1997,20.1,2,0,0,4,4,0,100.0,0.20,0.20,0.50,0.50,1.1,1.1,0.27,+0.9,+0.9,2,2.0,0.0,19,1303,1408,92.5,25,48,52.1,1067,1127,94.7,211,233,90.6,73,1289,14,7,1,13,137,14,1
235,Luuk de Jong,nl NED,FWD,Sevilla,28,1990,16.8,4,0,0,43,16,0,37.2,2.56,0.95,0.09,0.25,6.4,6.4,0.15,-2.4,-2.4,1,1.8,-0.8,10,288,400,72.0,15,33,45.5,245,327,74.9,28,40,70.0,86,211,0,0,0,0,16,5,0
236,Joan Jordán,es ESP,MID,Sevilla,25,1994,16.3,2,0,0,21,5,6,23.8,1.29,0.31,0.10,0.40,1.4,1.4,0.07,+0.6,+0.6,1,2.0,-1.0,25,979,1149,85.2,15,37,40.5,695,770,90.3,269,342,78.7,123,958,40,2,48,5,92,14,3
237,Willian José,br BRA,FWD,Real Sociedad,27,1991,14.8,8,0,0,39,14,1,35.9,2.64,0.95,0.21,0.57,7.7,7.7,0.20,+0.3,+0.3,0,0.8,-0.8,10,251,343,73.2,10,30,33.3,198,248,79.8,43,65,66.2,30,288,0,0,0,0,17,10,0
238,Joselu,es ESP,FWD,Alavés,29,1990,21.0,9,0,0,51,19,1,37.3,2.43,0.90,0.18,0.47,7.1,7.1,0.14,+1.9,+1.9,2,2.0,0.0,11,358,651,55.0,14,34,41.2,285,506,56.3,59,111,53.2,86,263,0,2,0,1,54,8,1
239,Luka Jović,rs SRB,FWD,Real Madrid,21,1997,4.3,2,0,0,12,3,0,25.0,2.76,0.69,0.17,0.67,2.3,2.3,0.19,-0.3,-0.3,1,0.5,+0.5,2,104,125,83.2,3,7,42.9,91,105,86.7,10,13,76.9,38,72,0,1,0,0,9,1,0
240,Juanmi,es ESP,FWD,Betis,26,1993,0.8,0,0,0,3,1,0,33.3,3.60,1.20,0.00,0.00,0.2,0.2,0.07,-0.2,-0.2,0,0.0,0.0,0,5,6,83.3,2,2,100.0,3,3,100.0,0,1,0.0,1,5,0,0,0,0,0,0,0
241,David Juncà,es ESP,DEF,Celta Vigo,25,1993,2.9,0,0,0,0,0,0,0,0.00,0.00,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,115,152,75.7,2,6,33.3,93,110,84.5,20,36,55.6,115,11,8,0,0,18,10,1,1
242,Lago Junior,ci CIV,MID,Mallorca,28,1990,18.4,4,3,3,26,7,0,26.9,1.41,0.38,0.04,0.14,4.7,2.4,0.09,-0.7,-1.4,0,0.9,-0.9,13,405,547,74.0,16,44,36.4,359,434,82.7,30,69,43.5,111,389,1,0,0,9,24,13,4
243,Vinicius Júnior,br BRA,FWD,Real Madrid,19,2000,8.0,1,0,0,27,11,0,40.7,3.37,1.37,0.04,0.09,2.6,2.6,0.10,-1.6,-1.6,1,1.7,-0.7,13,226,302,74.8,6,25,24.0,200,241,83.0,20,36,55.6,33,258,1,1,1,3,9,9,1
244,Lee Kangin,kr KOR,MID,Valencia,18,2001,3.3,1,0,0,6,2,0,33.3,1.82,0.61,0.17,0.50,0.5,0.5,0.08,+0.5,+0.5,0,0.3,-0.3,4,115,145,79.3,3,7,42.9,91,101,90.1,21,37,56.8,126,11,2,0,4,2,7,3,0
245,Wilfrid Kaptoum,cm CMR,MID,Betis,23,1996,2.1,0,0,0,3,0,0,0.0,1.41,0.00,0.00,0,0.1,0.1,0.02,-0.1,-0.1,0,0.0,0.0,1,59,71,83.1,3,3,100.0,47,53,88.7,9,15,60.0,13,54,2,0,1,1,5,1,0
246,Kenedy,br BRA,MID,Getafe,23,1996,4.8,1,0,0,11,3,0,27.3,2.30,0.63,0.09,0.33,0.7,0.7,0.06,+0.3,+0.3,2,0.7,+1.3,5,91,139,65.5,4,12,33.3,73,95,76.8,14,32,43.8,117,14,3,0,3,0,4,10,5
247,Kike,es ESP,FWD,Eibar,29,1989,11.1,3,0,0,31,9,0,29.0,2.80,0.81,0.10,0.33,3.3,3.3,0.11,-0.3,-0.3,0,0.2,-0.2,6,204,296,68.9,9,26,34.6,175,227,77.1,20,43,46.5,73,146,0,0,0,0,17,5,1
248,Kenan Kodro,ba BIH,FWD,Athletic Bilbao,25,1993,3.7,1,0,0,3,2,1,66.7,0.82,0.55,0.33,0.50,0.2,0.2,0.06,+0.8,+0.8,0,0.0,0.0,1,44,69,63.8,1,2,50.0,41,61,67.2,2,6,33.3,10,37,0,0,0,0,3,0,0
249,Koke,es ESP,MID,Atlético Madrid,27,1992,18.8,2,0,0,15,5,0,33.3,0.80,0.27,0.13,0.40,1.5,1.5,0.10,+0.5,+0.5,3,3.7,-0.7,42,914,1116,81.9,44,64,68.8,745,820,90.9,125,232,53.9,89,974,58,6,50,5,80,15,3
250,Geoffrey Kondogbia,cf CTA,MID,Valencia,26,1993,11.5,1,0,0,10,1,0,10.0,0.87,0.09,0.10,1.00,0.6,0.6,0.06,+0.4,+0.4,0,0.0,0.0,1,488,586,83.3,8,10,80.0,343,397,86.4,137,179,76.5,464,76,24,1,0,0,43,2,0
251,Jules Koundé,fr FRA,DEF,Sevilla,20,1998,13.6,1,0,0,11,5,0,45.5,0.81,0.37,0.09,0.20,1.2,1.2,0.11,-0.2,-0.2,0,0.0,0.0,1,623,737,84.5,3,10,30.0,439,486,90.3,181,241,75.1,67,582,18,0,0,31,34,1,1
252,Leonardo Koutris,gr GRE,DEF,Mallorca,24,1995,1.0,0,0,0,0,0,0,0,0.00,0.00,0,0,0.0,0.0,0,0.0,0.0,0,0.2,-0.2,1,41,56,73.2,1,5,20.0,37,44,84.1,3,7,42.9,34,2,0,0,0,17,1,2,1
253,İsmail Köybaşı,tr TUR,DEF,Granada,30,1989,1.5,0,0,0,1,0,1,0.0,0.67,0.00,0.00,0,0.0,0.0,0.03,0.0,0.0,0,0.2,-0.2,1,34,51,66.7,1,4,25.0,25,32,78.1,8,15,53.3,36,2,1,0,0,9,5,1,1
254,Toni Kroos,de GER,MID,Real Madrid,29,1990,19.1,3,0,0,41,13,1,31.7,2.15,0.68,0.07,0.23,2.2,2.2,0.05,+0.8,+0.8,4,3.6,+0.4,48,1436,1615,88.9,26,35,74.3,1024,1072,95.5,386,508,76.0,244,1338,77,3,99,3,173,26,5
255,Takefusa Kubo,jp JPN,MID,Mallorca,18,2001,14.0,2,0,0,26,11,1,42.3,1.86,0.79,0.08,0.18,1.4,1.4,0.05,+0.6,+0.6,2,1.9,+0.1,19,248,379,65.4,9,33,27.3,219,289,75.8,20,57,35.1,284,68,6,1,13,3,19,13,4
256,Víctor Laguardia,es ESP,DEF,Alavés,29,1989,19.0,1,0,0,5,1,0,20.0,0.26,0.05,0.20,1.00,0.6,0.6,0.11,+0.4,+0.4,1,0.5,+0.5,5,510,683,74.7,6,11,54.5,264,309,85.4,240,363,66.1,47,541,40,0,0,0,47,4,0
257,Diego Lainez,mx MEX,MID,Betis,19,2000,2.3,0,0,0,4,1,0,25.0,1.74,0.43,0.00,0.00,0.1,0.1,0.04,-0.1,-0.1,0,0.0,0.0,1,54,70,77.1,3,7,42.9,45,54,83.3,6,9,66.7,46,16,2,1,0,2,0,1,0
258,Larra,es ESP,FWD,Athletic Bilbao,21,1997,2.0,0,0,0,3,1,0,33.3,1.52,0.51,0.00,0.00,0.1,0.1,0.02,-0.1,-0.1,0,0.1,-0.1,1,31,57,54.4,2,3,66.7,24,35,68.6,5,19,26.3,6,44,0,0,4,1,1,1,1
259,Robin Le Normand,fr FRA,DEF,Real Sociedad,22,1996,14.2,1,0,0,4,1,0,25.0,0.28,0.07,0.25,1.00,0.5,0.5,0.13,+0.5,+0.5,0,0.0,0.0,0,833,930,89.6,6,19,31.6,571,612,93.3,256,299,85.6,81,769,30,0,0,1,43,1,0
260,Wu Lei,cn CHN,FWD,Espanyol,27,1991,11.5,3,0,0,26,8,0,30.8,2.26,0.70,0.12,0.38,3.1,3.1,0.12,-0.1,-0.1,0,0.6,-0.6,6,129,192,67.2,2,13,15.4,115,153,75.2,12,26,46.2,24,144,3,0,0,1,8,1,0
